18A Test,P Diddy,P Diddy,E160520BC,E160520BC,170710F,170710F
Time (ms),Voltage1 (V),Current1 (A),Voltage2 (V),Current2 (A),Voltage3 (V),Current3 (A)
810358,11.859,18.027,11.776,18.027,11.803,18.011
810918,11.859,18.027,11.776,18.027,11.803,18.011
811461,11.859,18.01,11.776,18.027,11.803,18.011
812022,11.859,18.027,11.776,18.027,11.803,18.011
812572,11.859,18.027,11.776,18.027,11.803,18.011
813094,11.859,18.027,11.776,18.027,11.803,18.011
813616,11.859,18.027,11.776,18.027,11.803,18.011
814160,11.859,18.027,11.776,18.027,11.803,18.011
814688,11.859,18.027,11.776,18.027,11.803,18.011
815210,11.859,18.027,11.776,18.027,11.803,18.011
815760,11.843,18.027,11.776,18.027,11.803,18.011
816263,11.843,18.027,11.776,18.027,11.803,18.011
816777,11.843,18.027,11.776,18.027,11.803,18.011
817268,11.843,18.027,11.776,18.027,11.803,18.011
817799,11.843,18.027,11.776,18.027,11.803,18.011
818290,11.843,18.01,11.776,18.027,11.803,18.011
818843,11.843,18.027,11.776,18.027,11.803,18.011
819428,11.843,18.027,11.776,18.027,11.803,18.011
819931,11.843,18.027,11.776,18.027,11.803,18.011
820476,11.843,18.027,11.776,18.027,11.803,18.011
821002,11.843,18.027,11.776,18.027,11.803,18.011
821502,11.843,18.027,11.776,18.027,11.803,18.011
822027,11.843,18.027,11.776,18.027,11.803,18.011
822513,11.843,18.027,11.776,18.027,11.803,18.011
823039,11.843,18.01,11.776,18.027,11.803,18.011
823562,11.843,18.027,11.776,18.027,11.803,18.011
824154,11.843,18.01,11.776,18.027,11.803,18.011
824702,11.843,18.027,11.776,18.027,11.803,18.011
825203,11.843,18.027,11.76,18.027,11.803,18.011
825734,11.843,18.01,11.76,18.027,11.803,18.011
826254,11.843,18.01,11.76,18.027,11.803,18.011
826807,11.843,18.027,11.76,18.027,11.803,18.011
827395,11.843,18.027,11.76,18.027,11.803,18.011
827993,11.843,18.01,11.76,18.027,11.803,18.011
828492,11.843,18.027,11.76,18.027,11.803,18.011
829037,11.843,18.01,11.76,18.027,11.803,18.011
829597,11.843,18.027,11.76,18.027,11.787,18.011
830096,11.843,18.027,11.76,18.027,11.787,18.011
830612,11.843,18.027,11.76,18.027,11.787,18.011
831106,11.843,18.01,11.76,18.027,11.787,18.011
831690,11.843,18.027,11.76,18.027,11.787,18.011
832219,11.843,18.027,11.76,18.027,11.787,18.011
832735,11.843,18.01,11.76,18.027,11.787,18.011
833246,11.843,18.01,11.76,18.027,11.787,18.011
833768,11.843,18.027,11.76,18.027,11.787,18.011
834290,11.843,18.027,11.76,18.027,11.787,18.011
834843,11.843,18.027,11.76,18.027,11.787,18.011
835374,11.843,18.01,11.76,18.027,11.787,18.011
835942,11.843,18.01,11.76,18.027,11.787,18.011
836531,11.843,18.01,11.76,18.027,11.787,18.011
837110,11.843,18.01,11.76,18.027,11.787,18.011
837669,11.843,18.01,11.76,18.027,11.787,18.011
838159,11.843,18.01,11.76,18.027,11.787,18.011
838715,11.843,18.01,11.76,18.027,11.787,18.011
839291,11.843,18.027,11.76,18.027,11.787,18.011
839785,11.843,18.01,11.76,18.027,11.787,18.011
840347,11.843,18.027,11.76,18.027,11.787,18.011
840829,11.843,18.027,11.76,18.027,11.787,18.011
841385,11.843,18.027,11.76,18.027,11.787,18.011
841970,11.843,18.027,11.76,18.027,11.787,18.011
842556,11.843,18.01,11.76,18.027,11.787,18.011
843108,11.843,18.027,11.76,18.027,11.787,18.011
843631,11.843,18.01,11.76,18.027,11.787,18.011
844199,11.843,18.027,11.76,18.027,11.787,18.011
844786,11.843,18.01,11.76,18.027,11.787,18.011
845351,11.843,18.027,11.76,18.027,11.787,18.011
845866,11.843,18.027,11.76,18.027,11.787,18.011
846408,11.826,18.027,11.76,18.027,11.787,18.011
846913,11.826,18.01,11.76,18.027,11.787,18.011
847463,11.826,18.027,11.76,18.027,11.787,18.011
848032,11.826,18.027,11.76,18.027,11.787,18.011
848531,11.826,18.01,11.76,18.027,11.787,18.011
849062,11.826,18.01,11.76,18.027,11.787,18.011
849589,11.826,18.01,11.76,18.027,11.787,18.011
850140,11.826,18.01,11.76,18.027,11.787,18.011
850676,11.826,18.01,11.76,18.027,11.787,18.011
851170,11.826,18.01,11.76,18.027,11.787,18.011
851731,11.826,18.01,11.76,18.027,11.787,18.011
852323,11.826,18.01,11.76,18.027,11.787,18.011
852822,11.826,18.01,11.76,18.027,11.787,18.011
853403,11.826,18.027,11.76,18.027,11.787,18.011
853990,11.826,18.01,11.76,18.027,11.787,18.011
854508,11.826,18.01,11.76,18.027,11.787,18.011
855042,11.826,18.01,11.76,18.027,11.787,18.011
855598,11.826,18.027,11.76,18.027,11.787,18.011
856189,11.826,18.01,11.76,18.027,11.787,18.011
856685,11.826,18.01,11.76,18.027,11.787,18.011
857230,11.826,18.01,11.76,18.027,11.787,18.011
857774,11.826,18.01,11.76,18.027,11.787,18.011
858271,11.826,18.027,11.76,18.027,11.787,18.011
858801,11.826,18.01,11.76,18.027,11.787,18.011
859322,11.826,18.01,11.76,18.027,11.787,18.011
859868,11.826,18.01,11.76,18.027,11.787,18.011
860428,11.826,18.027,11.76,18.027,11.787,18.011
861006,11.826,18.01,11.76,18.027,11.787,18.011
861562,11.826,18.01,11.76,18.027,11.787,18.011
862047,11.826,18.01,11.76,18.027,11.787,18.011
862632,11.826,18.027,11.76,18.027,11.787,18.011
863186,11.826,18.027,11.76,18.027,11.787,18.011
863687,11.826,18.01,11.76,18.027,11.787,18.011
864236,11.826,18.01,11.76,18.027,11.787,18.011
864769,11.826,18.027,11.76,18.027,11.787,18.011
865260,11.826,18.027,11.76,18.027,11.787,18.011
865810,11.826,18.027,11.76,18.027,11.787,18.011
866327,11.826,18.027,11.76,18.027,11.787,18.011
866856,11.826,18.027,11.76,18.027,11.77,18.011
867386,11.826,18.027,11.76,18.027,11.77,18.011
867895,11.826,18.027,11.76,18.027,11.77,18.011
868472,11.826,18.027,11.76,18.027,11.77,18.011
868971,11.826,18.027,11.76,18.027,11.77,18.011
869498,11.826,18.027,11.743,18.027,11.77,18.011
870021,11.826,18.027,11.743,18.027,11.77,18.011
870551,11.826,18.027,11.743,18.027,11.77,18.011
871076,11.826,18.027,11.743,18.027,11.77,18.011
871606,11.826,18.027,11.743,18.027,11.77,18.011
872125,11.826,18.027,11.743,18.027,11.77,18.011
872686,11.826,18.027,12.422,-0.013,11.77,18.011
873176,11.826,18.027,12.472,-0.013,11.77,18.011
873698,11.826,18.027,12.489,-0.013,11.77,18.011
874197,11.826,18.027,12.505,-0.013,11.77,18.011
874715,11.826,18.027,12.522,-0.013,11.77,18.011
875222,11.809,18.027,12.522,-0.013,11.77,18.011
875732,11.809,18.027,12.538,-0.013,11.77,18.011
876255,11.809,18.027,12.538,-0.013,11.77,18.011
876745,11.809,18.027,12.555,-0.013,11.77,18.011
877270,11.809,18.027,12.555,-0.013,11.77,18.011
877778,11.809,18.01,12.555,-0.013,11.77,18.011
878285,11.809,18.027,12.572,-0.013,11.77,18.011
878776,11.809,18.027,12.572,-0.013,11.77,18.011
879300,11.809,18.027,12.572,-0.013,11.77,18.011
879790,11.809,18.027,12.572,-0.013,11.77,18.011
880313,11.809,18.027,12.572,-0.013,11.77,18.011
880803,11.809,18.027,12.588,-0.013,11.77,18.011
881373,11.809,18.027,12.588,-0.013,11.77,18.011
881887,11.809,18.027,12.588,-0.013,11.77,18.011
882379,11.809,18.027,12.588,-0.013,11.77,18.011
882920,11.809,18.027,12.588,-0.013,11.77,18.011
883439,11.809,18.027,12.588,-0.013,11.77,18.011
883965,11.809,18.01,12.588,-0.013,11.77,18.011
884476,11.809,18.027,12.588,-0.013,11.77,18.011
884956,11.809,18.027,12.605,-0.013,11.77,18.011
885478,11.809,18.027,12.605,-0.013,11.77,18.011
886005,11.809,18.027,12.605,-0.013,11.77,18.011
886531,11.809,18.027,12.605,-0.013,11.77,18.011
887048,11.809,18.027,12.605,-0.013,11.77,18.011
887545,11.809,18.027,12.605,-0.013,11.77,18.011
888068,11.809,18.027,12.605,-0.013,11.77,18.011
888544,11.809,18.027,12.605,-0.013,11.77,18.011
889055,11.809,18.027,12.605,-0.013,11.77,18.011
889576,11.809,18.027,12.605,-0.013,11.77,18.011
890115,11.809,18.027,12.605,-0.013,11.77,18.011
890633,11.809,18.01,12.605,-0.013,11.77,18.011
891123,11.809,18.027,12.621,-0.013,11.77,18.011
891643,11.809,18.027,12.621,-0.013,11.77,18.011
892173,11.809,18.027,12.621,-0.013,11.77,18.011
892720,11.809,18.027,12.621,-0.013,11.77,18.011
893250,11.809,18.027,12.621,-0.013,11.77,18.011
893746,11.809,18.027,12.621,-0.013,11.77,18.011
894299,11.809,18.027,12.621,-0.013,11.77,18.011
894843,11.809,18.01,12.621,-0.013,11.77,18.011
895360,11.809,18.027,12.621,-0.013,11.77,18.011
895945,11.809,18.027,12.621,-0.013,11.77,18.011
896495,11.809,18.027,12.621,-0.013,11.77,18.011
896991,11.809,18.027,12.621,-0.013,11.77,18.011
897498,11.809,18.027,12.621,-0.013,11.77,18.011
897988,11.809,18.01,12.621,-0.013,11.77,18.011
898561,11.809,18.01,12.621,-0.013,11.77,18.011
899078,11.809,18.01,12.621,-0.013,11.77,18.011
899572,11.809,18.01,12.621,-0.013,11.77,18.011
900106,11.809,18.027,12.621,-0.013,11.77,18.011
900605,11.809,18.027,12.621,-0.013,11.77,18.011
901188,11.809,18.027,12.621,-0.013,11.77,18.011
901670,11.809,18.01,12.638,-0.013,11.77,18.011
902181,11.809,18.027,12.638,-0.013,11.77,18.011
902690,11.809,18.01,12.638,-0.013,11.77,18.011
903186,11.809,18.01,12.638,-0.013,11.754,18.011
903755,11.809,18.027,12.638,-0.013,11.754,18.011
904352,11.809,18.027,12.638,-0.013,11.754,18.011
904840,11.793,18.027,12.638,-0.013,11.754,18.011
905389,11.793,18.01,12.638,-0.013,11.754,18.011
905894,11.793,18.01,12.638,-0.013,11.754,18.011
906391,11.793,18.027,12.638,-0.013,11.754,18.011
906910,11.793,18.01,12.638,-0.013,11.754,18.011
907435,11.793,18.01,12.638,-0.013,11.754,18.011
907988,11.793,18.027,12.638,-0.013,11.754,18.011
908507,11.793,18.027,12.638,-0.013,11.754,18.011
908998,11.793,18.01,12.638,-0.013,11.754,18.011
909539,11.793,18.027,12.638,-0.013,11.754,18.011
910023,11.793,18.01,12.638,-0.013,11.754,18.011
910600,11.793,18.01,12.638,-0.013,11.754,18.011
911144,11.793,18.027,12.638,-0.013,11.754,18.011
911635,11.793,18.027,12.638,-0.013,11.754,18.011
912166,11.793,18.027,12.638,-0.013,11.754,18.011
912652,11.793,18.01,12.638,-0.013,11.754,18.011
913168,11.793,18.027,12.638,-0.013,11.754,18.011
913671,11.793,18.027,12.638,-0.013,11.754,18.011
914186,11.793,18.01,12.638,-0.013,11.754,18.011
914701,11.793,18.027,12.638,-0.013,11.754,18.011
915219,11.793,18.01,12.638,-0.013,11.754,18.011
915799,11.793,18.027,12.654,-0.013,11.754,18.011
916287,11.793,18.027,12.654,-0.013,11.754,18.011
916833,11.793,18.027,12.654,-0.013,11.754,18.011
917357,11.793,18.027,12.654,-0.013,11.754,18.011
917866,11.793,18.027,12.654,-0.013,11.754,18.011
918398,11.793,18.027,12.654,-0.013,11.754,18.011
918881,11.793,18.027,12.654,-0.013,11.754,18.011
919425,11.793,18.01,12.654,-0.013,11.754,18.011
919981,11.793,18.027,12.654,-0.013,11.754,18.011
920468,11.793,18.027,12.654,-0.013,11.754,18.011
921039,11.793,18.027,12.654,-0.013,11.754,18.011
921549,11.793,18.027,12.654,-0.013,11.754,18.011
922032,11.793,18.027,12.654,-0.013,11.754,18.011
922564,11.793,18.027,12.654,-0.013,11.754,18.011
923051,11.793,18.027,12.654,-0.013,11.754,18.011
923554,11.793,18.027,12.654,-0.013,11.754,18.011
924054,11.793,18.01,12.654,-0.013,11.754,18.011
924569,11.793,18.027,12.654,-0.013,11.754,18.011
925095,11.793,18.027,12.654,-0.013,11.754,18.011
925644,11.793,18.027,12.654,-0.013,11.754,18.011
926167,11.793,18.01,12.654,-0.013,11.754,18.011
926657,11.793,18.027,12.654,-0.013,11.754,18.011
927199,11.793,18.027,12.654,-0.013,11.754,18.011
927740,11.793,18.027,12.654,-0.013,11.754,18.011
928262,11.793,18.01,12.654,-0.013,11.754,18.011
928814,11.793,18.027,12.654,-0.013,11.754,18.011
929339,11.793,18.027,12.654,-0.013,11.754,18.011
929826,11.793,18.027,12.654,-0.013,11.754,18.011
930378,11.793,18.027,12.654,-0.013,11.754,18.011
930871,11.793,18.027,12.654,-0.013,11.754,18.011
931448,11.793,18.01,12.654,-0.013,11.754,18.011
932006,11.793,18.027,12.654,-0.013,11.754,18.011
932591,11.793,18.027,12.654,-0.013,11.754,18.011
933118,11.776,18.027,12.654,-0.013,11.754,18.011
933636,11.776,18.027,12.654,-0.013,11.754,18.011
934222,11.776,18.01,12.654,-0.013,11.754,18.011
934700,11.776,18.01,12.654,-0.013,11.754,18.011
935277,11.776,18.01,12.654,-0.013,11.754,18.011
935812,11.776,18.01,12.654,-0.013,11.754,18.011
936299,11.776,18.01,12.654,-0.013,11.754,18.011
936854,11.776,18.027,12.654,-0.013,11.754,18.011
937363,11.776,18.01,12.654,-0.013,11.754,18.011
937867,11.776,18.027,12.654,-0.013,11.754,18.011
938414,11.776,18.027,12.654,-0.013,11.754,18.011
938964,11.776,18.01,12.654,-0.013,11.737,18.011
939486,11.776,18.027,12.654,-0.013,11.737,18.011
940008,11.776,18.01,12.654,-0.013,11.737,18.011
940539,11.776,18.01,12.654,-0.013,12.417,-0.01
941045,11.776,18.01,12.671,-0.013,12.467,-0.027
941583,11.776,18.01,12.671,-0.013,12.483,-0.027
942100,11.776,18.01,12.671,-0.013,12.5,-0.027
942617,11.776,18.01,12.671,-0.013,12.5,-0.027
943180,11.776,18.01,12.671,-0.013,12.517,-0.027
943744,11.776,18.027,12.671,-0.013,12.533,-0.027
944311,11.776,18.01,12.671,-0.013,12.533,-0.027
944824,11.776,18.01,12.671,-0.013,12.533,-0.027
945365,11.776,18.027,12.671,-0.013,12.55,-0.027
945871,11.776,18.01,12.671,-0.013,12.55,-0.027
946382,11.776,18.027,12.671,-0.013,12.55,-0.027
946916,11.776,18.027,12.671,-0.013,12.55,-0.027
947430,11.776,18.01,12.671,-0.013,12.566,-0.027
947974,11.776,18.027,12.671,-0.013,12.566,-0.027
948518,11.776,18.01,12.671,-0.013,12.566,-0.027
949023,11.776,18.027,12.671,-0.013,12.566,-0.027
949537,11.776,18.027,12.671,-0.013,12.566,-0.027
950021,11.776,18.027,12.671,-0.013,12.583,-0.027
950529,11.776,18.027,12.671,0.003,12.583,-0.027
951034,11.776,18.027,12.671,-0.013,12.583,-0.027
951603,11.776,18.027,12.671,-0.013,12.583,-0.027
952146,11.776,18.027,12.671,0.003,12.583,-0.027
952662,11.776,18.027,12.671,-0.013,12.583,-0.027
953146,11.776,18.027,12.671,-0.013,12.583,-0.027
953654,11.776,18.027,12.671,-0.013,12.583,-0.027
954145,11.776,18.01,12.671,-0.013,12.583,-0.027
954659,11.776,18.027,12.671,0.003,12.6,-0.027
955166,11.776,18.027,12.671,0.003,12.6,-0.027
955695,11.776,18.01,12.671,-0.013,12.6,-0.027
956178,11.776,18.027,12.671,-0.013,12.6,-0.027
956679,11.776,18.027,12.671,0.003,12.6,-0.027
957186,11.776,18.01,12.671,-0.013,12.6,-0.027
957731,11.776,18.027,12.671,-0.013,12.6,-0.027
958211,11.776,18.027,12.671,-0.013,12.6,-0.027
958791,11.776,18.027,12.671,-0.013,12.6,-0.027
959335,11.776,18.027,12.671,0.003,12.6,-0.027
959875,11.776,18.027,12.671,-0.013,12.6,-0.027
960397,11.76,18.027,12.671,-0.013,12.6,-0.027
960958,11.76,18.027,12.671,-0.013,12.6,-0.027
961530,11.76,18.027,12.671,-0.013,12.616,-0.027
962011,11.76,18.01,12.671,-0.013,12.616,-0.027
962583,11.76,18.01,12.671,-0.013,12.616,-0.027
963115,11.76,18.01,12.671,-0.013,12.616,-0.027
963599,11.76,18.027,12.671,-0.013,12.616,-0.027
964139,11.76,18.027,12.671,-0.013,12.616,-0.027
964620,11.76,18.027,12.671,-0.013,12.616,-0.027
965181,11.76,18.027,12.671,0.003,12.616,-0.027
965717,11.76,18.01,12.671,-0.013,12.616,-0.027
966203,11.76,18.01,12.671,-0.013,12.616,-0.027
966706,11.76,18.027,12.671,-0.013,12.616,-0.027
967209,11.76,18.027,12.671,0.003,12.616,-0.027
967737,11.76,18.01,12.671,0.003,12.616,-0.027
968283,11.76,18.01,12.671,0.003,12.616,-0.027
968750,11.76,18.027,12.671,-0.013,12.616,-0.027
969282,11.76,18.027,12.671,0.003,12.616,-0.027
969771,11.76,18.027,12.671,-0.013,12.616,-0.027
970273,11.76,18.01,12.671,0.003,12.616,-0.027
970780,11.76,18.027,12.671,-0.013,12.633,-0.027
971255,11.76,18.01,12.671,0.003,12.633,-0.027
971787,11.76,18.027,12.671,0.003,12.633,-0.027
972312,11.76,18.01,12.671,-0.013,12.633,-0.027
972820,11.76,18.027,12.671,-0.013,12.633,-0.027
973330,11.76,18.01,12.671,0.003,12.633,-0.027
973842,11.76,18.027,12.671,0.003,12.633,-0.027
974369,11.76,18.027,12.671,0.003,12.633,-0.027
974875,11.76,18.027,12.671,-0.013,12.633,-0.027
975400,11.76,18.027,12.671,0.003,12.633,-0.027
975869,11.76,18.01,12.688,-0.013,12.633,-0.027
976377,11.76,18.01,12.688,0.003,12.633,-0.027
976880,11.76,18.027,12.688,0.003,12.633,-0.027
977366,11.76,18.027,12.688,-0.013,12.633,-0.027
977878,11.76,18.027,12.688,-0.013,12.633,-0.027
978349,11.76,18.027,12.688,0.003,12.633,-0.027
978847,11.76,18.027,12.688,-0.013,12.633,-0.01
979331,11.76,18.027,12.688,0.003,12.633,-0.027
979838,11.76,18.027,12.688,0.003,12.633,-0.027
980311,11.76,18.01,12.688,0.003,12.633,-0.027
980820,11.76,18.027,12.688,0.003,12.633,-0.027
981304,11.76,18.027,12.688,0.003,12.633,-0.027
981814,11.76,18.027,12.688,0.003,12.633,-0.027
982324,11.76,18.027,12.688,0.003,12.633,-0.027
982871,11.76,18.01,12.688,0.003,12.633,-0.027
983382,11.76,18.01,12.688,-0.013,12.633,-0.027
983853,11.76,18.027,12.688,0.003,12.649,-0.027
984354,11.76,18.027,12.688,0.003,12.649,-0.027
984839,11.76,18.027,12.688,0.003,12.649,-0.027
985355,11.76,18.027,12.688,0.003,12.649,-0.027
985844,11.76,18.027,12.688,-0.013,12.649,-0.027
986354,11.76,18.027,12.688,0.003,12.649,-0.027
986834,11.76,18.027,12.688,0.003,12.649,-0.027
987369,11.76,18.027,12.688,-0.013,12.649,-0.027
987842,11.743,18.027,12.688,0.003,12.649,-0.027
988355,11.743,18.027,12.688,0.003,12.649,-0.027
988835,11.743,18.027,12.688,0.003,12.649,-0.027
989338,11.743,18.027,12.688,0.003,12.649,-0.027
989827,11.743,18.027,12.688,0.003,12.649,-0.027
990360,11.743,18.01,12.688,0.003,12.649,-0.01
