18A Test,,,,,,
Time (ms),Voltage1 (V),Current1 (A),Voltage2 (V),Current2 (A),Voltage3 (V),Current3 (A)
493029,11.959,18.027,13.052,0.003,13.064,-0.01
493537,11.959,18.027,13.052,0.003,13.064,-0.01
494019,11.959,18.027,13.052,0.003,13.064,-0.01
494520,11.959,18.027,13.069,0.003,13.064,-0.01
495008,11.959,18.027,13.052,0.003,13.064,-0.01
495545,11.959,18.027,13.052,0.003,13.064,-0.01
496031,11.959,18.027,13.069,0.003,13.064,-0.01
496543,11.959,18.027,13.069,0.003,13.064,-0.01
497029,11.959,18.027,13.069,0.003,13.064,-0.01
497530,11.959,18.027,13.069,0.003,13.064,-0.01
498011,11.959,18.027,13.069,0.003,13.064,0.006
498522,11.959,18.027,13.069,0.003,13.064,-0.01
499019,11.959,18.027,13.069,0.003,13.064,0.006
499528,11.959,18.027,13.069,0.003,13.064,-0.01
500027,11.959,18.027,13.069,0.003,13.064,0.006
500498,11.959,18.027,13.069,0.003,13.081,-0.01
501008,11.959,18.027,13.069,0.003,13.081,-0.01
501494,11.959,18.027,13.069,0.003,13.081,-0.01
501991,11.959,18.027,13.069,0.003,13.081,0.006
502462,11.959,18.027,13.069,0.003,13.081,-0.01
502973,11.959,18.027,13.069,0.003,13.081,-0.01
503454,11.959,18.027,13.069,0.003,13.081,-0.01
503969,11.959,18.027,13.069,0.003,13.081,-0.01
504442,11.959,18.027,13.069,0.003,13.081,0.006
504938,11.959,18.027,13.069,0.003,13.081,-0.01
505417,11.959,18.027,13.069,0.003,13.081,0.006
505963,11.959,18.027,13.069,0.003,13.081,-0.01
506444,11.959,18.027,13.069,0.003,13.081,-0.01
506961,11.959,18.027,13.069,0.003,13.081,-0.01
507441,11.959,18.027,13.069,0.003,13.081,-0.01
507953,11.959,18.027,13.069,0.003,13.081,-0.01
508435,11.959,18.027,13.069,0.003,13.081,-0.01
508937,11.959,18.027,13.069,0.003,13.081,0.006
509429,11.959,18.027,13.069,0.003,13.081,-0.01
509928,11.959,18.027,13.069,0.003,13.081,-0.01
510409,11.959,18.027,13.069,0.003,13.081,-0.01
510918,11.959,18.027,13.069,0.003,13.081,0.006
511403,11.959,18.027,13.069,0.003,13.081,-0.01
511901,11.959,18.027,13.069,0.003,13.081,0.006
512388,11.959,18.027,13.069,0.003,13.081,-0.01
512903,11.959,18.027,13.069,0.003,13.081,0.006
513380,11.959,18.027,13.069,0.003,13.081,0.006
513889,11.959,18.027,13.069,0.003,13.081,-0.01
514385,11.959,18.027,13.069,0.003,13.081,-0.01
514905,11.959,18.027,13.069,0.003,13.081,0.006
515386,11.959,18.027,13.069,0.003,13.081,-0.01
515924,11.959,18.027,13.069,0.003,13.081,-0.01
516398,11.959,18.027,13.069,0.003,13.081,0.006
516896,11.959,18.027,13.069,0.003,13.081,-0.01
517375,11.959,18.027,13.069,0.003,13.081,0.006
517879,11.959,18.027,13.069,0.003,13.081,-0.01
518372,11.942,18.027,13.069,0.003,13.081,-0.01
518949,11.959,18.027,13.069,0.003,13.081,-0.01
519457,11.942,18.027,13.069,0.003,13.081,-0.01
519927,11.942,18.027,13.069,0.003,13.081,-0.01
520430,11.942,18.027,13.069,0.003,13.081,0.006
520896,11.942,18.027,13.069,0.003,13.081,-0.01
521403,11.942,18.027,13.069,0.003,13.081,-0.01
