18A Test,ACDC,ACDC,Fresh Prince,Fresh Prince,Snoop Dogg,Snoop Dogg
Time (ms),Voltage1 (V),Current1 (A),Voltage2 (V),Current2 (A),Voltage3 (V),Current3 (A)
730871,12.076,18.027,13.035,0.003,13.081,-0.01
731402,12.076,18.027,13.035,0.003,13.081,-0.01
731905,12.076,18.027,13.035,0.003,13.081,-0.01
732385,12.076,18.027,13.035,0.003,13.081,-0.01
732886,12.076,18.027,13.035,0.003,13.081,-0.01
733354,12.076,18.027,13.035,0.003,13.081,-0.01
733855,12.076,18.027,13.035,0.003,13.081,-0.01
734336,12.076,18.027,13.035,0.003,13.081,-0.01
734845,12.076,18.027,13.035,0.003,13.081,-0.01
735323,12.076,18.027,13.035,0.003,13.081,-0.01
735843,12.076,18.027,13.035,0.003,13.081,-0.01
736314,12.076,18.027,13.035,0.003,13.081,-0.01
736799,12.076,18.027,13.035,0.003,13.081,-0.01
737258,12.076,18.027,13.035,0.003,13.081,-0.01
737754,12.076,18.027,13.035,0.003,13.081,-0.01
738218,12.076,18.027,13.035,0.003,13.081,-0.01
738727,12.076,18.027,13.035,0.003,13.081,-0.01
739215,12.076,18.027,13.035,0.003,13.081,-0.01
739725,12.076,18.027,13.035,0.003,13.081,-0.01
740196,12.076,18.027,13.035,0.003,13.081,-0.01
740692,12.076,18.027,13.035,0.003,13.081,0.006
741203,12.076,18.027,13.035,0.003,13.081,-0.01
741721,12.076,18.027,13.035,0.003,13.081,-0.01
742190,12.076,18.027,13.035,0.003,13.081,-0.01
742704,12.076,18.027,13.035,0.003,13.081,-0.01
743187,12.076,18.027,13.035,0.003,13.081,-0.01
743687,12.076,18.027,13.035,0.003,13.081,-0.01
744159,12.076,18.027,13.035,0.003,13.081,-0.01
744670,12.076,18.027,13.035,0.003,13.081,-0.01
745154,12.076,18.027,13.035,0.003,13.081,-0.01
745663,12.076,18.027,13.035,0.003,13.081,-0.01
746152,12.076,18.027,13.035,0.003,13.081,-0.01
746661,12.076,18.027,13.035,0.003,13.081,-0.01
747158,12.076,18.027,13.035,0.003,13.081,-0.01
747674,12.076,18.027,13.035,0.003,13.081,-0.01
748152,12.076,18.027,13.035,0.003,13.081,-0.01
748657,12.076,18.027,13.035,0.003,13.081,-0.01
749151,12.076,18.027,13.035,0.003,13.081,-0.01
749655,12.076,18.027,13.035,0.003,13.081,0.006
750111,12.076,18.027,13.035,0.003,13.081,-0.01
750608,12.076,18.027,13.035,0.003,13.081,-0.01
751091,12.059,18.027,13.035,0.003,13.081,-0.01
751627,12.059,18.027,13.035,0.003,13.081,-0.01
752122,12.059,18.027,13.035,0.003,13.081,0.006
752596,12.059,18.027,13.035,0.003,13.081,-0.01
753100,12.059,18.027,13.035,0.003,13.081,-0.01
753586,12.059,18.027,13.035,0.003,13.081,-0.01
754092,12.059,18.027,13.035,0.003,13.081,-0.01
754560,12.059,18.027,13.035,0.003,13.081,-0.01
755062,12.059,18.027,13.035,0.003,13.081,-0.01
755538,12.059,18.027,13.035,0.003,13.081,-0.01
756039,12.059,18.027,13.035,0.003,13.081,-0.01
756515,12.059,18.027,13.035,0.003,13.081,-0.01
757019,12.059,18.027,13.035,0.003,13.081,-0.01
757499,12.059,18.027,13.035,0.003,13.081,-0.01
758014,12.059,18.027,13.035,0.003,13.081,-0.01
758494,12.059,18.027,13.035,0.003,13.081,-0.01
758989,12.059,18.027,13.035,0.003,13.081,-0.01
759469,12.059,18.027,13.035,0.003,13.081,-0.01
759969,12.059,18.027,13.035,0.003,13.081,-0.01
760446,12.059,18.027,13.035,0.003,13.081,-0.01
760950,12.059,18.027,13.035,0.003,13.081,-0.01
761457,12.059,18.027,13.035,0.003,13.081,-0.01
761983,12.059,18.027,13.035,0.003,13.081,-0.01
762466,12.059,18.027,13.035,0.003,13.081,-0.01
762983,12.059,18.027,13.035,0.003,13.081,-0.01
763460,12.059,18.027,13.035,0.003,13.081,-0.01
763965,12.059,18.027,13.035,0.003,13.081,0.006
764446,12.059,18.027,13.035,0.003,13.081,-0.01
764954,12.059,18.027,13.035,0.003,13.081,-0.01
765434,12.059,18.027,13.035,0.003,13.081,0.006
765950,12.059,18.027,13.035,0.003,13.081,-0.01
766433,12.059,18.027,13.035,0.003,13.081,-0.01
766939,12.059,18.027,13.035,0.003,13.081,-0.01
767419,12.059,18.027,13.035,0.003,13.081,-0.01
767924,12.059,18.027,13.035,0.003,13.081,-0.01
768405,12.059,18.027,13.035,0.003,13.081,-0.01
768916,12.059,18.027,13.035,0.003,13.081,-0.01
769399,12.059,18.027,13.035,0.003,13.081,-0.01
769917,12.059,18.027,13.035,0.003,13.081,-0.01
770397,12.059,18.027,13.035,0.003,13.081,0.006
770908,12.059,18.027,13.035,0.003,13.081,-0.01
771389,12.059,18.027,13.035,0.003,13.081,-0.01
771916,12.059,18.027,13.035,0.003,13.081,-0.01
772388,12.059,18.027,13.035,0.003,13.081,-0.01
772894,12.059,18.027,13.035,0.003,13.081,-0.01
773358,12.059,18.027,13.035,0.003,13.081,-0.01
773879,12.059,18.027,13.035,0.003,13.081,0.006
774365,12.059,18.027,13.035,0.003,13.081,-0.01
774871,12.059,18.027,13.035,0.003,13.081,-0.01
775348,12.059,18.027,13.035,0.003,13.081,-0.01
775853,12.059,18.027,13.035,0.003,13.081,-0.01
776331,12.059,18.027,13.035,0.003,13.081,-0.01
776839,12.059,18.027,13.035,0.003,13.081,-0.01
777325,12.059,18.027,13.035,0.003,13.081,-0.01
777834,12.059,18.027,13.035,0.003,13.081,-0.01
778312,12.059,18.027,13.035,0.003,13.081,-0.01
778823,12.059,18.027,13.035,0.003,13.081,-0.01
779306,12.059,18.027,13.035,0.003,13.081,-0.01
779809,12.059,18.027,13.035,0.003,13.081,-0.01
780289,12.059,18.027,13.035,0.003,13.081,-0.01
780794,12.059,18.027,13.035,0.003,13.081,-0.01
781302,12.059,18.027,13.035,0.003,13.081,-0.01
781820,12.042,18.027,13.035,0.003,13.081,-0.01
782300,12.042,18.027,13.035,0.003,13.081,-0.01
782811,12.042,18.027,13.035,0.003,13.081,-0.01
783292,12.042,18.027,13.035,0.003,13.081,0.006
783800,12.042,18.027,13.035,0.003,13.081,-0.01
784286,12.042,18.027,13.035,0.003,13.081,-0.01
784794,12.042,18.027,13.035,0.003,13.081,0.006
785280,12.042,18.027,13.035,0.003,13.081,-0.01
785806,12.042,18.027,13.035,0.003,13.081,-0.01
786287,12.042,18.027,13.035,0.003,13.081,-0.01
786798,12.042,18.027,13.035,0.003,13.081,-0.01
787290,12.042,18.027,13.035,0.003,13.081,-0.01
787787,12.042,18.027,13.035,0.003,13.081,0.006
788260,12.042,18.027,13.035,0.003,13.081,0.006
788755,12.042,18.027,13.035,0.003,13.081,-0.01
789235,12.042,18.027,13.035,0.003,13.081,-0.01
789750,12.042,18.027,13.035,0.003,13.081,0.006
790226,12.042,18.027,13.035,0.003,13.081,-0.01
790738,12.042,18.027,13.035,0.003,13.081,-0.01
791249,12.042,18.027,13.035,0.003,13.081,-0.01
791747,12.042,18.027,13.035,0.003,13.081,-0.01
792242,12.042,18.027,13.035,0.003,13.081,0.006
792751,12.042,18.027,13.035,0.003,13.081,-0.01
793235,12.042,18.027,13.035,0.003,13.081,-0.01
793747,12.042,18.027,13.035,0.003,13.081,-0.01
794242,12.042,18.027,13.035,0.003,13.081,-0.01
794751,12.042,18.027,13.035,0.003,13.081,-0.01
795221,12.042,18.027,13.035,0.003,13.081,-0.01
795716,12.042,18.027,13.035,0.003,13.081,0.006
796200,12.042,18.027,13.035,0.003,13.081,-0.01
796712,12.042,18.027,13.035,0.003,13.081,-0.01
797196,12.042,18.027,13.035,0.003,13.081,-0.01
797703,12.042,18.027,13.035,0.003,13.081,-0.01
798201,12.042,18.027,13.035,0.003,13.081,-0.01
798713,12.042,18.027,13.035,0.003,13.081,-0.01
799191,12.042,18.027,13.035,0.003,13.081,-0.01
799711,12.042,18.027,13.035,0.003,13.081,-0.01
800183,12.042,18.027,13.035,0.003,13.081,-0.01
800673,12.042,18.027,13.035,0.003,13.081,0.006
801157,12.042,18.027,13.035,0.003,13.081,-0.01
801698,12.042,18.027,13.035,0.003,13.081,-0.01
802200,12.042,18.027,13.035,0.003,13.081,-0.01
802680,12.042,18.027,13.035,0.003,13.081,-0.01
803190,12.042,18.027,13.035,0.003,13.081,-0.01
803665,12.042,18.027,13.035,0.003,13.081,-0.01
804154,12.042,18.027,13.035,0.003,13.081,0.006
804635,12.042,18.027,13.035,0.003,13.081,0.006
805148,12.042,18.027,13.035,0.003,13.081,-0.01
805640,12.042,18.027,13.035,0.003,13.081,-0.01
806142,12.042,18.027,13.035,0.003,13.081,0.006
806635,12.042,18.027,13.035,0.003,13.081,-0.01
807138,12.042,18.027,13.035,0.003,13.081,-0.01
807611,12.042,18.027,13.035,0.003,13.081,-0.01
808134,12.042,18.027,13.035,0.003,13.081,-0.01
808622,12.042,18.027,13.035,0.003,13.081,-0.01
809180,12.042,18.027,13.035,0.003,13.081,-0.01
809737,12.026,18.027,13.035,0.003,13.081,-0.01
810202,12.026,18.027,13.035,0.003,13.081,0.006
810703,12.026,18.027,13.035,0.003,13.081,-0.01
811184,12.026,18.027,13.035,0.003,13.081,0.006
811682,12.026,18.027,13.035,0.003,13.081,-0.01
812159,12.026,18.027,13.035,0.003,13.081,-0.01
812661,12.026,18.027,13.035,0.003,13.081,-0.01
813142,12.026,18.027,13.035,0.003,13.081,-0.01
813646,12.026,18.027,13.035,0.003,13.081,-0.01
814124,12.026,18.027,13.035,0.003,13.081,-0.01
814625,12.026,18.027,13.035,0.003,13.081,-0.01
815089,12.026,18.027,13.035,0.003,13.097,0.006
815582,12.026,18.027,13.035,0.003,13.081,-0.01
816058,12.026,18.027,13.035,0.003,13.081,-0.01
816546,12.026,18.027,13.035,0.003,13.097,0.006
817027,12.026,18.027,13.035,0.003,13.081,-0.01
817528,12.026,18.027,13.035,0.003,13.097,-0.01
818022,12.026,18.027,13.035,0.003,13.097,-0.01
818526,12.026,18.027,13.035,0.003,13.097,-0.01
818997,12.026,18.027,13.035,0.003,13.097,0.006
819533,12.026,18.027,13.035,0.003,13.097,-0.01
820007,12.026,18.027,13.035,0.003,13.097,0.006
820528,12.026,18.027,13.035,0.003,13.097,-0.01
821039,12.026,18.027,13.035,0.003,13.097,-0.01
821519,12.026,18.027,13.035,0.003,13.097,0.006
822046,12.026,18.027,13.035,0.003,13.097,-0.01
822526,12.026,18.027,13.035,0.003,13.097,-0.01
823035,12.026,18.027,13.035,0.003,13.097,0.006
823514,12.026,18.027,13.035,0.003,13.097,-0.01
824020,12.026,18.027,13.035,0.003,13.097,-0.01
824503,12.026,18.027,13.035,0.003,13.097,0.006
825018,12.026,18.027,13.035,0.003,13.097,-0.01
825509,12.026,18.027,13.035,0.003,13.097,-0.01
826048,12.026,18.027,13.035,0.003,13.097,-0.01
826560,12.026,18.027,13.035,0.003,13.097,-0.01
827036,12.026,18.027,13.035,0.003,13.097,0.006
827601,12.026,18.027,13.035,0.003,13.097,-0.01
828088,12.026,18.027,13.035,0.003,13.097,0.006
828595,12.026,18.027,13.035,0.003,13.097,-0.01
829108,12.026,18.027,13.035,0.003,13.097,-0.01
829624,12.026,18.027,13.035,0.003,13.097,-0.01
830140,12.026,18.027,13.035,0.003,13.097,-0.01
830608,12.026,18.027,13.035,0.003,13.097,-0.01
831104,12.026,18.027,13.035,0.003,13.097,-0.01
831578,12.026,18.027,13.035,0.003,13.097,-0.01
832077,12.026,18.027,13.035,0.003,13.097,-0.01
832555,12.026,18.027,13.035,0.003,13.097,-0.01
833045,12.026,18.027,13.035,0.003,13.097,-0.01
833534,12.026,18.027,13.035,0.003,13.097,0.006
834030,12.026,18.027,13.035,0.003,13.097,0.006
834508,12.026,18.027,13.035,0.003,13.097,-0.01
835001,12.026,18.027,13.035,0.003,13.097,-0.01
835489,12.026,18.027,13.035,0.003,13.097,-0.01
836024,12.026,18.027,13.035,0.003,13.097,-0.01
836503,12.009,18.027,13.035,0.003,13.097,0.006
837015,12.009,18.027,13.035,0.003,13.097,-0.01
837524,12.009,18.027,13.035,0.003,13.097,-0.01
838003,12.009,18.027,13.035,0.003,13.097,0.006
838499,12.009,18.027,13.035,0.003,13.097,-0.01
838975,12.009,18.027,13.035,0.003,13.097,-0.01
839476,12.009,18.027,13.035,0.003,13.097,-0.01
839949,12.009,18.027,13.035,0.003,13.097,0.006
840450,12.009,18.027,13.035,0.003,13.097,-0.01
840918,12.009,18.027,13.035,0.003,13.097,-0.01
841419,12.009,18.027,13.035,0.003,13.097,-0.01
841900,12.009,18.027,13.035,0.003,13.097,-0.01
842410,12.009,18.027,13.035,0.003,13.097,-0.01
842881,12.009,18.027,13.035,0.003,13.097,-0.01
843395,12.009,18.027,13.035,0.003,13.097,-0.01
843869,12.009,18.027,13.035,0.003,13.097,0.006
844369,12.009,18.027,13.035,0.003,13.097,-0.01
844846,12.009,18.027,13.035,0.003,13.097,-0.01
845353,12.009,18.027,13.035,0.003,13.097,-0.01
845834,12.009,18.027,13.035,0.003,13.097,0.006
846374,12.009,18.027,13.035,0.003,13.097,-0.01
846850,12.009,18.027,13.035,0.003,13.097,-0.01
847349,12.009,18.027,13.035,0.003,13.097,0.006
847822,12.009,18.027,13.035,0.003,13.097,-0.01
848312,12.009,18.027,13.035,0.003,13.097,-0.01
848791,12.009,18.027,13.035,0.003,13.097,-0.01
849290,12.009,18.027,13.035,0.003,13.097,-0.01
849779,12.009,18.027,13.035,0.003,13.097,-0.01
850269,12.009,18.027,13.035,0.003,13.097,-0.01
850739,12.009,18.027,13.035,0.003,13.097,-0.01
851238,12.009,18.027,13.035,0.003,13.097,-0.01
851714,12.009,18.027,13.035,0.003,13.097,-0.01
852209,12.009,18.027,13.035,0.003,13.097,-0.01
852691,12.009,18.027,13.035,0.003,13.097,0.006
853181,12.009,18.027,13.035,0.003,13.097,-0.01
853665,12.009,18.027,13.035,0.003,13.097,-0.01
854163,12.009,18.027,13.035,0.003,13.097,-0.01
854631,12.009,18.027,13.035,0.003,13.097,0.006
855132,12.009,18.027,13.035,0.003,13.097,-0.01
855606,12.009,18.027,13.035,0.003,13.097,0.006
856138,12.009,18.027,13.035,0.003,13.097,-0.01
856606,12.009,18.027,13.035,0.003,13.097,-0.01
857104,12.009,18.027,13.035,0.003,13.097,0.006
857582,12.009,18.027,13.035,0.003,13.097,0.006
858089,12.009,18.027,13.035,0.003,13.097,-0.01
858573,12.009,18.027,13.035,0.003,13.097,0.006
859089,12.009,18.027,13.035,0.003,13.097,-0.01
859570,12.009,18.027,13.035,0.003,13.097,-0.01
860077,12.009,18.027,13.035,0.003,13.097,-0.01
860553,12.009,18.027,13.035,0.003,13.097,-0.01
861052,12.009,18.027,13.035,0.003,13.097,-0.01
861543,12.009,18.027,13.035,0.003,13.097,0.006
862081,11.992,18.027,13.035,0.003,13.097,-0.01
862597,11.992,18.027,13.035,0.003,13.097,-0.01
863077,11.992,18.027,13.035,0.003,13.097,-0.01
863584,11.992,18.027,13.035,0.003,13.097,-0.01
864052,11.992,18.027,13.035,0.003,13.097,-0.01
864564,11.992,18.027,13.035,0.003,13.097,-0.01
865046,11.992,18.027,13.035,0.003,13.097,-0.01
865561,11.992,18.027,13.035,0.003,13.097,-0.01
866039,11.992,18.027,13.035,0.003,13.097,0.006
866542,11.992,18.027,13.035,0.003,13.097,-0.01
867019,11.992,18.027,13.035,0.003,13.097,-0.01
867530,11.992,18.027,13.035,0.003,13.097,-0.01
868014,11.992,18.027,13.035,0.003,13.097,-0.01
868523,11.992,18.027,13.035,0.003,13.097,-0.01
868997,11.992,18.027,13.035,0.003,13.097,-0.01
869514,11.992,18.027,13.035,0.003,13.097,-0.01
869995,11.992,18.027,13.035,0.003,13.097,-0.01
870499,11.992,18.027,13.035,0.003,13.097,0.006
870981,11.992,18.027,13.035,0.003,13.097,-0.01
871486,11.992,18.027,13.035,0.003,13.097,-0.01
871986,11.992,18.027,13.035,0.003,13.097,0.006
872494,11.992,18.027,13.035,0.003,13.097,-0.01
872979,11.992,18.027,13.035,0.003,13.097,-0.01
873486,11.992,18.027,13.035,0.003,13.097,0.006
873968,11.992,18.027,13.035,0.003,13.097,-0.01
874481,11.992,18.027,13.035,0.003,13.097,-0.01
874971,11.992,18.027,13.035,0.003,13.097,0.006
875467,11.992,18.027,13.035,0.003,13.097,0.006
875940,11.992,18.027,13.035,0.003,13.097,-0.01
876444,11.992,18.027,13.035,0.003,13.097,0.006
876934,11.992,18.027,13.035,0.003,13.097,-0.01
877444,11.992,18.027,13.035,0.003,13.097,-0.01
877924,11.992,18.027,13.035,0.003,13.097,-0.01
878428,11.992,18.027,13.035,0.003,13.097,-0.01
878918,11.992,18.027,13.035,0.003,13.097,-0.01
879430,11.992,18.027,13.035,0.003,13.097,0.006
879918,11.992,18.027,13.035,0.003,13.097,-0.01
880419,11.992,18.027,13.035,0.003,13.097,-0.01
880898,11.992,18.027,13.035,0.003,13.097,-0.01
881413,11.992,18.027,13.035,0.003,13.097,-0.01
881905,11.992,18.027,13.035,0.003,13.097,-0.01
882439,11.992,18.027,13.035,0.003,13.097,-0.01
882943,11.992,18.027,13.035,0.003,13.097,-0.01
883420,11.992,18.027,13.035,0.003,13.097,-0.01
883926,11.992,18.027,13.035,0.003,13.097,0.006
884403,11.992,18.027,13.035,0.003,13.097,-0.01
884903,11.992,18.027,13.035,0.003,13.097,0.006
885372,11.992,18.027,13.035,0.003,13.097,-0.01
885916,11.992,18.027,13.035,0.003,13.097,-0.01
886387,11.976,18.027,13.035,0.003,13.097,-0.01
886894,11.976,18.027,13.035,0.003,13.097,-0.01
887369,11.976,18.027,13.035,0.003,13.097,0.006
887876,11.976,18.027,13.035,0.003,13.097,-0.01
888358,11.976,18.027,13.035,0.003,13.097,-0.01
888870,11.976,18.027,13.035,0.003,13.097,-0.01
889350,11.976,18.027,13.035,0.003,13.097,-0.01
889861,11.976,18.027,13.035,0.003,13.097,-0.01
890346,11.976,18.027,13.035,0.003,13.097,-0.01
890849,11.976,18.027,13.035,0.003,13.097,-0.01
891323,11.976,18.027,13.035,0.003,13.097,-0.01
891824,11.976,18.027,13.035,0.003,13.097,-0.01
892300,11.976,18.027,13.035,0.003,13.097,-0.01
892796,11.976,18.027,13.035,0.003,13.097,-0.01
893270,11.976,18.027,13.035,0.003,13.097,-0.01
893773,11.976,18.027,13.035,0.003,13.097,0.006
894249,11.976,18.027,13.035,0.003,13.097,-0.01
894759,11.976,18.027,13.035,0.003,13.097,-0.01
895218,11.976,18.027,13.035,0.003,13.097,-0.01
895744,11.976,18.027,13.035,0.003,13.097,-0.01
896209,11.976,18.027,13.035,0.003,13.097,-0.01
896714,11.976,18.027,13.035,0.003,13.097,-0.01
897187,11.976,18.027,13.035,0.003,13.097,-0.01
897695,11.976,18.027,13.035,0.003,13.097,-0.01
898177,11.976,18.027,13.035,0.003,13.097,-0.01
898676,11.976,18.027,13.035,0.003,13.097,-0.01
899155,11.976,18.027,13.035,0.003,13.097,-0.01
899656,11.976,18.027,13.035,0.003,13.097,0.006
900138,11.976,18.027,13.035,0.003,13.097,-0.01
900636,11.976,18.027,13.035,0.003,13.097,-0.01
901133,11.976,18.027,13.035,0.003,13.097,-0.01
901651,11.976,18.027,13.035,0.003,13.097,-0.01
902135,11.976,18.027,13.035,0.003,13.097,-0.01
902648,11.976,18.027,13.035,0.003,13.097,-0.01
903136,11.976,18.027,13.035,0.003,13.097,-0.01
903642,11.976,18.027,13.035,0.003,13.097,0.006
904121,11.976,18.027,13.035,0.003,13.097,-0.01
904631,11.976,18.027,13.035,0.003,13.097,-0.01
905116,11.976,18.027,13.035,0.003,13.097,-0.01
905635,11.976,18.027,13.035,0.003,13.097,-0.01
906150,11.976,18.027,13.035,0.003,13.097,-0.01
906643,11.976,18.027,13.035,0.003,13.097,0.006
907120,11.976,18.027,13.035,0.003,13.097,-0.01
907610,11.976,18.027,13.035,0.003,13.097,-0.01
908113,11.976,18.027,13.035,0.003,13.097,0.006
908585,11.976,18.027,13.035,0.003,13.097,-0.01
909085,11.976,18.027,13.035,0.003,13.097,0.006
909597,11.959,18.027,13.035,0.003,13.097,0.006
910101,11.959,18.027,13.035,0.003,13.097,-0.01
910574,11.959,18.027,13.035,0.003,13.097,-0.01
911075,11.959,18.027,13.035,0.003,13.097,0.006
911557,11.959,18.027,13.035,0.003,13.097,-0.01
912079,11.959,18.027,13.035,0.003,13.097,-0.01
912563,11.959,18.027,13.035,0.003,13.097,-0.01
913061,11.959,18.027,13.035,0.003,13.097,-0.01
913547,11.959,18.027,13.035,0.003,13.097,-0.01
914040,11.959,18.027,13.035,0.003,13.097,-0.01
914525,11.959,18.027,13.035,0.003,13.097,-0.01
915032,11.959,18.027,13.035,0.003,13.097,-0.01
915511,11.959,18.027,13.035,0.003,13.097,-0.01
916015,11.959,18.027,13.035,0.003,13.097,-0.01
916494,11.959,18.027,13.035,0.003,13.097,-0.01
916998,11.959,18.027,13.035,0.003,13.097,-0.01
917476,11.959,18.027,13.035,0.003,13.097,0.006
917988,11.959,18.027,13.035,0.003,13.097,-0.01
918461,11.959,18.027,13.035,0.003,13.097,-0.01
918979,11.959,18.027,13.035,0.003,13.097,-0.01
919447,11.959,18.027,13.035,0.003,13.097,-0.01
919976,11.959,18.027,13.035,0.003,13.097,0.006
920477,11.959,18.027,13.035,0.003,13.097,-0.01
920957,11.959,18.027,13.035,0.003,13.097,-0.01
921466,11.959,18.027,13.035,0.003,13.097,-0.01
921941,11.959,18.027,13.035,0.003,13.097,-0.01
922442,11.959,18.027,13.035,0.003,13.097,-0.01
922919,11.959,18.027,13.035,0.003,13.097,-0.01
923426,11.959,18.027,13.035,0.003,13.097,-0.01
923907,11.959,18.027,13.035,0.003,13.097,-0.01
924416,11.959,18.027,13.035,0.003,13.097,-0.01
924890,11.959,18.027,13.035,0.003,13.097,-0.01
925409,11.959,18.027,13.035,0.003,13.097,-0.01
925900,11.959,18.027,13.035,0.003,13.097,-0.01
926409,11.959,18.027,13.035,0.003,13.097,-0.01
926880,11.959,18.027,13.035,0.003,13.097,-0.01
927379,11.959,18.027,13.035,0.003,13.097,-0.01
927854,11.959,18.027,13.035,0.003,13.097,-0.01
928370,11.959,18.027,13.035,0.003,13.097,-0.01
928854,11.959,18.027,13.035,0.003,13.097,-0.01
929345,11.959,18.027,13.035,0.003,13.097,-0.01
929864,11.959,18.027,13.035,0.003,13.097,-0.01
930362,11.959,18.027,13.035,0.003,13.097,0.006
930841,11.959,18.027,13.035,0.003,13.097,-0.01
931351,11.959,18.027,13.035,0.003,13.097,-0.01
931839,11.959,18.027,13.035,0.003,13.097,-0.01
932387,11.942,18.027,13.035,0.003,13.097,-0.01
