18A Test,Whitesnake,Whitesnake,Tupac,Tupac,Fetty Wap,Fetty Wap
Time (ms),Voltage1 (V),Current1 (A),Voltage2 (V),Current2 (A),Voltage3 (V),Current3 (A)
784403,12.092,18.027,12.754,-0.013,11.837,18.011
784895,12.092,18.027,12.754,-0.013,11.837,18.011
785413,12.092,18.027,12.754,-0.013,11.82,18.011
785901,12.092,18.027,12.754,-0.013,11.82,18.011
786420,12.092,18.027,12.754,-0.013,11.82,18.011
786925,12.092,18.027,12.754,-0.013,11.82,18.011
787446,12.092,18.027,12.754,-0.013,11.82,18.011
787935,12.092,18.027,12.754,-0.013,11.82,18.011
788450,12.092,18.027,12.754,-0.013,11.82,18.011
788949,12.092,18.027,12.754,-0.013,11.82,18.011
789474,12.092,18.027,12.754,-0.013,11.82,18.011
789977,12.092,18.027,12.754,-0.013,11.82,18.011
790495,12.092,18.027,12.754,-0.013,11.82,18.011
791010,12.076,18.027,12.754,-0.013,11.82,18.011
791537,12.076,18.01,12.754,-0.013,11.82,18.011
792056,12.076,18.027,12.754,-0.013,11.82,18.011
792541,12.076,18.027,12.754,-0.013,11.82,18.011
793060,12.076,18.027,12.754,-0.013,11.82,18.011
793552,12.076,18.027,12.754,-0.013,11.82,18.011
794063,12.076,18.027,12.754,-0.013,11.82,18.011
794559,12.076,18.027,12.754,-0.013,11.82,18.011
795087,12.076,18.027,12.754,-0.013,11.82,18.011
795584,12.076,18.027,12.754,-0.013,11.82,18.011
796103,12.076,18.027,12.754,-0.013,11.82,18.011
796585,12.076,18.027,12.754,-0.013,11.82,18.011
797099,12.076,18.027,12.754,-0.013,11.82,18.011
797623,12.076,18.027,12.754,-0.013,11.82,18.011
798172,12.076,18.027,12.754,-0.013,11.82,18.011
798689,12.076,18.027,12.754,-0.013,11.82,18.011
799179,12.076,18.027,12.754,-0.013,11.82,18.011
799700,12.076,18.027,12.754,-0.013,11.82,18.011
800202,12.076,18.027,12.77,-0.013,11.82,18.011
800720,12.076,18.027,12.77,-0.013,11.82,18.011
801210,12.076,18.027,12.77,-0.013,11.82,18.011
801738,12.076,18.027,12.77,-0.013,11.82,18.011
802234,12.076,18.027,12.77,-0.013,11.82,18.011
802751,12.076,18.01,12.77,-0.013,11.82,18.011
803266,12.076,18.027,12.77,-0.013,11.82,18.011
803768,12.076,18.027,12.77,-0.013,11.82,18.011
804283,12.076,18.027,12.77,-0.013,11.82,18.011
804772,12.076,18.027,12.77,-0.013,11.82,18.011
805296,12.076,18.027,12.77,-0.013,11.82,18.011
805794,12.076,18.027,12.77,-0.013,11.82,18.011
806319,12.076,18.027,12.77,-0.013,11.82,18.011
806841,12.076,18.027,12.77,-0.013,11.82,18.011
807369,12.059,18.027,12.77,-0.013,11.82,18.011
807855,12.059,18.027,12.77,-0.013,11.82,18.011
808376,12.059,18.027,12.77,-0.013,11.82,18.011
808877,12.059,18.027,12.77,-0.013,11.82,18.011
809386,12.059,18.027,12.77,-0.013,11.82,18.011
809876,12.059,18.027,12.77,-0.013,11.82,18.011
810391,12.059,18.027,12.77,-0.013,11.82,18.011
810877,12.059,18.027,12.77,-0.013,11.82,18.011
811402,12.059,18.027,12.77,-0.013,11.82,18.011
811892,12.059,18.027,12.77,-0.013,11.82,18.011
812401,12.059,18.027,12.77,-0.013,11.82,18.011
812891,12.059,18.027,12.77,-0.013,11.82,18.011
813405,12.059,18.027,12.77,-0.013,11.82,18.011
813897,12.059,18.027,12.77,-0.013,11.82,18.011
814415,12.059,18.027,12.77,-0.013,11.82,18.011
814902,12.059,18.027,12.77,-0.013,11.82,18.011
815432,12.059,18.027,12.77,-0.013,11.82,18.011
815916,12.059,18.027,12.77,-0.013,11.82,18.011
816433,12.059,18.027,12.77,-0.013,11.82,18.011
816957,12.059,18.027,12.77,-0.013,11.82,18.011
817478,12.059,18.027,12.77,-0.013,11.82,18.011
817986,12.059,18.027,12.77,-0.013,11.82,18.011
818476,12.059,18.027,12.77,-0.013,11.82,18.011
818994,12.059,18.027,12.77,-0.013,11.82,18.011
819493,12.059,18.027,12.77,-0.013,11.82,18.011
820013,12.059,18.027,12.77,-0.013,11.82,18.011
820501,12.059,18.027,12.77,-0.013,11.82,18.011
821012,12.059,18.027,12.77,-0.013,11.82,18.011
821491,12.059,18.027,12.77,-0.013,11.82,18.011
822010,12.059,18.027,12.787,-0.013,11.82,18.011
822499,12.059,18.027,12.787,-0.013,11.82,18.011
823038,12.042,18.027,12.787,-0.013,11.82,18.011
823541,12.042,18.027,12.787,-0.013,11.82,18.011
824062,12.042,18.027,12.787,-0.013,11.82,18.011
824560,12.042,18.027,12.787,0.003,11.82,18.011
825067,12.042,18.027,12.787,-0.013,11.82,18.011
825564,12.042,18.027,12.787,-0.013,11.82,18.011
826093,12.042,18.027,12.787,-0.013,11.82,18.011
826580,12.042,18.027,12.787,-0.013,11.803,18.011
827092,12.042,18.027,12.787,-0.013,11.803,18.011
827594,12.042,18.027,12.787,-0.013,11.803,18.011
828118,12.042,18.027,12.787,-0.013,11.803,18.011
828605,12.042,18.027,12.787,-0.013,11.803,18.011
829128,12.042,18.027,12.787,-0.013,11.803,18.011
829618,12.042,18.027,12.787,-0.013,11.803,18.011
830127,12.042,18.027,12.787,0.003,11.803,18.011
830619,12.042,18.027,12.787,-0.013,11.803,18.011
831121,12.042,18.027,12.787,-0.013,11.803,18.011
831608,12.042,18.027,12.787,-0.013,11.803,18.011
832112,12.042,18.027,12.787,-0.013,11.803,18.011
832596,12.042,18.027,12.787,-0.013,11.803,18.011
833137,12.042,18.027,12.787,-0.013,11.803,18.011
833626,12.042,18.027,12.787,-0.013,11.803,18.011
834138,12.042,18.027,12.787,-0.013,11.803,18.011
834640,12.042,18.027,12.787,0.003,11.803,18.011
835140,12.042,18.027,12.787,-0.013,11.803,18.011
835656,12.042,18.027,12.787,0.003,11.803,18.011
836143,12.042,18.027,12.787,-0.013,11.803,18.011
836670,12.042,18.027,12.787,-0.013,11.803,18.011
837198,12.042,18.027,12.787,0.003,11.803,18.011
837704,12.026,18.027,12.787,-0.013,11.803,18.011
838197,12.026,18.027,12.787,-0.013,11.803,18.011
838712,12.026,18.027,12.787,-0.013,11.803,18.011
839199,12.026,18.027,12.787,-0.013,11.803,18.011
839718,12.026,18.027,12.787,-0.013,11.803,18.011
840202,12.026,18.027,12.787,-0.013,11.803,18.011
840714,12.026,18.027,12.787,0.003,11.803,18.011
841209,12.026,18.027,12.787,-0.013,11.803,18.011
841783,12.026,18.027,12.787,-0.013,11.803,18.011
842306,12.026,18.027,12.787,-0.013,11.803,18.011
842802,12.026,18.027,12.787,-0.013,11.803,18.011
843321,12.026,18.027,12.787,-0.013,11.803,18.011
843819,12.026,18.027,12.787,-0.013,11.803,18.011
844340,12.026,18.027,12.787,-0.013,11.803,18.011
844819,12.026,18.027,12.787,-0.013,11.803,18.011
845344,12.026,18.027,12.787,-0.013,11.803,18.011
845823,12.026,18.027,12.787,-0.013,11.803,18.011
846332,12.026,18.027,12.787,-0.013,11.803,18.011
846822,12.026,18.027,12.787,-0.013,11.803,18.011
847335,12.026,18.027,12.787,0.003,11.803,18.011
847828,12.026,18.027,12.787,-0.013,11.803,18.011
848346,12.026,18.027,12.787,-0.013,11.803,18.011
848839,12.026,18.027,12.787,0.003,11.803,18.011
849356,12.026,18.027,12.787,-0.013,11.803,18.011
849846,12.026,18.027,12.787,0.003,11.803,18.011
850363,12.026,18.01,12.787,-0.013,11.803,18.011
850882,12.026,18.027,12.787,0.003,11.803,18.011
851460,12.009,18.027,12.787,0.003,11.803,18.011
851969,12.009,18.027,12.787,0.003,11.803,18.011
852456,12.009,18.027,12.787,0.003,11.803,18.011
852971,12.009,18.027,12.787,0.003,11.803,18.011
853460,12.009,18.027,12.787,-0.013,11.803,18.011
853967,12.009,18.027,12.787,0.003,11.803,18.011
854457,12.009,18.027,12.787,-0.013,11.803,18.011
854966,12.009,18.027,12.787,0.003,11.803,18.011
855451,12.009,18.027,12.787,0.003,11.803,18.011
855966,12.009,18.027,12.787,0.003,11.803,18.011
856453,12.009,18.027,12.787,0.003,11.803,18.011
856965,12.009,18.027,12.787,0.003,11.803,18.011
857444,12.009,18.027,12.787,0.003,11.803,18.011
857968,12.009,18.027,12.787,0.003,11.803,18.011
858448,12.009,18.027,12.787,-0.013,11.803,18.011
858963,12.009,18.027,12.787,-0.013,11.803,18.011
859457,12.009,18.027,12.803,0.003,11.803,18.011
859963,12.009,18.027,12.803,0.003,11.803,18.011
860456,12.009,18.027,12.803,-0.013,11.803,18.011
860954,12.009,18.027,12.803,0.003,11.803,18.011
861472,12.009,18.027,12.803,-0.013,11.803,18.011
861995,12.009,18.027,12.803,-0.013,11.803,18.011
862512,12.009,18.027,12.803,-0.013,11.803,18.011
862997,12.009,18.027,12.803,0.003,11.803,18.011
863549,12.009,18.027,12.803,0.003,11.803,18.011
864031,11.992,18.027,12.803,-0.013,11.803,18.011
864542,11.992,18.027,12.803,0.003,11.803,18.011
865043,11.992,18.027,12.803,0.003,11.803,18.011
865540,11.992,18.027,12.803,-0.013,11.787,18.011
866029,11.992,18.027,12.803,0.003,11.787,18.011
866538,11.992,18.027,12.803,0.003,11.787,18.011
867026,11.992,18.027,12.803,0.003,11.787,18.011
867536,11.992,18.027,12.803,0.003,11.787,18.011
868017,11.992,18.027,12.803,0.003,11.787,18.011
868522,11.992,18.027,12.803,0.003,11.787,18.011
869008,11.992,18.027,12.803,0.003,11.787,18.011
869523,11.992,18.027,12.803,0.003,11.787,18.011
870003,11.992,18.027,12.803,0.003,11.787,18.011
870517,11.992,18.027,12.803,0.003,11.787,18.011
871017,11.992,18.027,12.803,0.003,11.787,18.011
871539,11.992,18.027,12.803,0.003,11.787,18.011
872013,11.992,18.027,12.803,0.003,11.787,18.011
872522,11.992,18.027,12.803,0.003,11.787,18.011
873014,11.992,18.027,12.803,0.003,11.787,18.011
873528,11.992,18.027,12.803,0.003,11.787,18.011
874049,11.992,18.027,12.803,0.003,11.787,18.011
874555,11.992,18.027,12.803,0.003,11.787,18.011
875073,11.992,18.027,12.803,0.003,11.787,18.011
875595,11.992,18.027,12.803,0.003,11.787,18.011
876098,11.976,18.027,12.803,0.003,11.787,18.011
876575,11.976,18.027,12.803,0.003,11.787,18.011
877084,11.976,18.027,12.803,0.003,11.787,18.011
877564,11.976,18.027,12.803,0.003,11.787,18.011
878073,11.976,18.027,12.803,0.003,11.787,18.011
878564,11.976,18.027,12.803,0.003,11.787,18.011
879084,11.976,18.027,12.803,0.003,11.787,18.011
879592,11.976,18.027,12.803,0.003,11.787,18.011
880094,11.976,18.027,12.803,0.003,11.787,18.011
880609,11.976,18.027,12.803,0.003,11.787,18.011
881103,11.976,18.027,12.803,0.003,11.787,18.011
881602,11.976,18.027,12.803,0.003,11.787,18.011
882069,11.976,18.027,12.803,0.003,11.787,18.011
882581,11.976,18.027,12.803,0.003,11.787,18.011
883078,11.976,18.027,12.803,0.003,11.787,18.011
883590,11.976,18.027,12.803,0.003,11.787,18.011
884072,11.976,18.027,12.803,0.003,11.787,18.011
884597,11.976,18.027,12.803,0.003,11.787,18.011
885087,11.976,18.027,12.803,0.003,11.787,18.011
885624,11.976,18.027,12.803,0.003,11.787,18.011
886113,11.976,18.027,12.803,0.003,11.787,18.011
886661,11.976,18.027,12.803,0.003,11.787,18.011
887176,11.959,18.027,12.803,0.003,11.787,18.011
887666,11.959,18.027,12.803,0.003,11.787,18.011
888172,11.959,18.027,12.803,0.003,11.787,18.011
888657,11.959,18.027,12.803,0.003,11.787,18.011
889178,11.959,18.027,12.803,0.003,11.787,18.011
889663,11.959,18.027,12.803,0.003,11.787,18.011
890174,11.959,18.027,12.803,0.003,11.787,18.011
890650,11.959,18.027,12.803,0.003,11.787,18.011
891172,11.959,18.027,12.803,0.003,11.787,18.011
891665,11.959,18.027,12.803,0.003,11.787,18.011
892174,11.959,18.027,12.803,0.003,11.787,18.011
892654,11.959,18.027,12.803,0.003,11.787,18.011
893166,11.959,18.027,12.803,0.003,11.787,18.011
893646,11.959,18.027,12.803,0.003,11.787,18.011
894155,11.959,18.027,12.803,0.003,11.787,18.011
894642,11.959,18.027,12.803,0.003,11.787,18.011
895151,11.959,18.027,12.803,0.003,11.787,18.011
895662,11.959,18.027,12.803,-0.013,11.787,18.011
896174,11.959,18.027,12.803,0.003,11.787,18.011
896664,11.959,18.027,12.803,0.003,11.787,18.011
897210,11.942,18.027,12.803,0.003,11.787,18.011
897728,11.942,18.027,12.803,0.003,11.787,18.011
898208,11.942,18.027,12.803,0.003,11.787,18.011
898722,11.942,18.027,12.803,0.003,11.787,18.011
899216,11.942,18.027,12.803,0.003,11.787,18.011
899732,11.942,18.027,12.803,0.003,11.787,18.011
900208,11.942,18.027,12.803,0.003,11.787,18.011
900720,11.942,18.027,12.803,0.003,11.787,18.011
901218,11.942,18.027,12.803,0.003,11.787,18.011
901734,11.942,18.027,12.803,0.003,11.787,18.011
902206,11.942,18.027,12.803,0.003,11.787,18.011
902710,11.942,18.027,12.803,0.003,11.787,18.011
903193,11.942,18.027,12.803,0.003,11.77,18.011
903720,11.942,18.027,12.803,0.003,11.77,18.011
904200,11.942,18.027,12.803,0.003,11.77,18.011
904716,11.942,18.027,12.803,0.003,11.77,18.011
905207,11.942,18.027,12.803,0.003,11.77,18.011
905745,11.942,18.027,12.803,0.003,11.77,18.011
906237,11.926,18.027,12.803,0.003,11.77,18.011
906756,11.926,18.027,12.803,0.003,11.77,18.011
907274,11.926,18.027,12.803,0.003,11.77,18.011
907753,11.926,18.027,12.803,0.003,11.77,18.011
908265,11.926,18.027,12.803,0.003,11.77,18.011
908743,11.926,18.027,12.803,0.003,11.77,18.011
909251,11.926,18.027,12.803,0.003,11.77,18.011
909742,11.926,18.027,12.803,0.003,11.77,18.011
910254,11.926,18.027,12.803,0.003,11.77,18.011
910750,11.926,18.027,12.803,0.003,11.77,18.011
911270,11.926,18.027,12.803,0.003,11.77,18.011
911747,11.926,18.027,12.803,0.003,11.77,18.011
912264,11.926,18.027,12.82,0.003,11.77,18.011
912755,11.926,18.027,12.82,0.003,11.77,18.011
913260,11.926,18.027,12.82,0.003,11.77,18.011
913754,11.926,18.027,12.82,0.003,11.77,18.011
914268,11.926,18.027,12.82,0.003,11.77,18.011
914773,11.909,18.027,12.82,0.003,11.77,18.011
915295,11.909,18.027,12.82,0.003,11.77,18.011
915798,11.909,18.027,12.82,0.003,11.77,18.011
916278,11.909,18.027,12.82,0.003,11.77,18.011
916792,11.909,18.027,12.82,0.003,11.77,18.011
917269,11.909,18.027,12.82,0.003,11.77,18.011
917782,11.909,18.027,12.82,0.003,11.77,18.011
918272,11.909,18.027,12.82,0.003,11.77,18.011
918781,11.909,18.027,12.82,0.003,11.77,18.011
919279,11.909,18.027,12.82,0.003,11.77,18.011
919784,11.909,18.027,12.82,0.003,11.77,18.011
920280,11.909,18.027,12.82,0.003,11.77,18.011
920794,11.909,18.027,12.82,0.003,11.77,18.011
921277,11.909,18.027,12.82,0.003,11.77,18.011
921794,11.909,18.027,12.82,0.003,11.77,18.011
922272,11.909,18.027,12.82,0.003,11.77,18.011
922786,11.909,18.027,12.82,0.003,11.77,18.011
923302,11.893,18.027,12.82,0.003,11.77,18.011
923799,11.893,18.027,12.82,0.003,11.77,18.011
924307,11.893,18.027,12.82,0.003,11.77,18.011
924788,11.893,18.027,12.82,0.003,11.77,18.011
925300,11.893,18.027,12.82,0.003,11.77,18.011
925777,11.893,18.027,12.82,0.003,11.77,18.011
926293,11.893,18.027,12.82,0.003,11.77,18.011
926783,11.893,18.027,12.82,0.003,11.77,18.011
927301,11.893,18.027,12.82,0.003,11.77,18.011
927796,11.893,18.027,12.82,0.003,11.77,18.011
928300,11.893,18.027,12.82,0.003,11.77,18.011
928782,11.893,18.027,12.82,0.003,11.77,18.011
929290,11.893,18.027,12.82,0.003,11.77,18.011
929790,11.893,18.027,12.82,0.003,11.77,18.011
930308,11.893,18.027,12.82,0.003,11.77,18.011
930825,11.893,18.027,12.82,0.003,11.77,18.011
931352,11.876,18.027,12.82,0.003,11.77,18.011
931863,11.876,18.027,12.82,0.003,11.77,18.011
932346,11.876,18.027,12.82,0.003,11.77,18.011
932856,11.876,18.027,12.82,0.003,11.77,18.011
933344,11.876,18.027,12.82,0.003,11.77,18.011
933863,11.876,18.027,12.82,0.003,11.77,18.011
934347,11.876,18.027,12.82,0.003,11.77,18.011
934853,11.876,18.027,12.82,0.003,11.77,18.011
935348,11.876,18.027,12.82,0.003,11.77,18.011
935859,11.876,18.027,12.82,0.003,11.77,18.011
936352,11.876,18.027,12.82,0.003,11.77,18.011
936863,11.876,18.027,12.82,0.003,11.77,18.011
937358,11.876,18.027,12.82,0.003,11.77,18.011
937904,11.876,18.027,12.82,0.003,11.77,18.011
938386,11.859,18.027,12.82,0.003,11.77,18.011
938904,11.859,18.027,12.82,0.003,11.77,18.011
939402,11.859,18.027,12.82,0.003,11.77,18.011
939916,11.859,18.027,12.82,0.003,11.77,18.011
940391,11.859,18.027,12.82,0.003,11.77,18.011
940902,11.859,18.027,12.82,0.003,11.77,18.011
941388,11.859,18.027,12.82,0.003,11.77,18.011
941905,11.859,18.027,12.82,0.003,11.754,18.011
942381,11.859,18.027,12.82,0.003,11.754,18.011
942889,11.859,18.027,12.82,0.003,11.754,18.011
943387,11.859,18.027,12.82,0.003,11.754,18.011
943886,11.859,18.027,12.82,0.003,11.754,18.011
944374,11.859,18.027,12.82,0.003,11.754,18.011
944911,11.843,18.027,12.82,0.003,11.754,18.011
945440,11.843,18.027,12.82,0.003,11.754,18.011
945927,11.843,18.027,12.82,0.003,11.754,18.011
946444,11.843,18.027,12.82,0.003,11.754,18.011
946935,11.843,18.027,12.82,0.003,11.754,18.011
947464,11.843,18.027,12.82,0.003,11.754,18.011
947960,11.843,18.027,12.82,0.003,11.754,18.011
948479,11.843,18.027,12.82,0.003,11.754,18.011
948979,11.843,18.027,12.82,0.003,11.754,18.011
949507,11.843,18.027,12.82,0.003,11.754,18.011
949978,11.843,18.027,12.82,0.003,11.754,18.011
950492,11.843,18.027,12.82,0.003,11.754,18.011
951008,11.826,18.027,12.82,0.003,11.754,18.011
951540,11.826,18.027,12.82,0.003,11.754,18.011
952048,11.826,18.027,12.82,0.003,11.754,18.011
952536,11.826,18.027,12.82,0.003,11.754,18.011
953042,11.826,18.027,12.82,0.003,11.754,18.011
953518,11.826,18.027,12.82,0.003,11.754,18.011
954020,11.826,18.027,12.82,0.003,11.754,18.011
954511,11.826,18.027,12.82,0.003,11.754,18.011
955021,11.826,18.027,12.82,0.003,11.754,18.011
955506,11.826,18.027,12.82,0.003,11.754,18.011
956029,11.826,18.027,12.82,0.003,11.754,18.011
956531,11.826,18.027,12.82,0.003,11.754,18.011
957072,11.809,18.027,12.82,0.003,11.754,18.011
957592,11.809,18.027,12.82,0.003,11.754,18.011
958078,11.809,18.027,12.82,0.003,11.754,18.011
958574,11.809,18.027,12.82,0.003,11.754,18.011
959060,11.809,18.027,12.82,0.003,11.754,18.011
959587,11.809,18.027,12.82,0.003,11.754,18.011
960071,11.809,18.027,12.82,0.003,11.754,18.011
960581,11.809,18.027,12.82,0.003,11.754,18.011
961073,11.809,18.027,12.82,0.003,11.754,18.011
961581,11.809,18.027,12.82,0.003,11.754,18.011
962078,11.809,18.027,12.82,0.003,11.754,18.011
962623,11.793,18.027,12.82,0.003,11.754,18.011
963116,11.793,18.027,12.82,0.003,11.754,18.011
963626,11.793,18.027,12.82,0.003,11.754,18.011
964094,11.793,18.027,12.82,0.003,11.754,18.011
964590,11.793,18.027,12.82,0.003,11.754,18.011
965073,11.793,18.027,12.82,0.003,11.754,18.011
965570,11.793,18.027,12.82,0.003,11.754,18.011
966055,11.793,18.027,12.82,0.003,11.754,18.011
966583,11.793,18.027,12.82,0.003,11.754,18.011
967082,11.793,18.027,12.82,0.003,11.754,18.011
967640,11.793,18.027,12.82,0.003,11.754,18.011
968136,11.776,18.027,12.82,0.003,11.754,18.011
968633,11.776,18.027,12.82,0.003,11.754,18.011
969152,11.776,18.027,12.82,0.003,11.754,18.011
969630,11.776,18.027,12.82,0.003,11.754,18.011
970140,11.776,18.027,12.82,0.003,11.754,18.011
970637,11.776,18.027,12.82,0.003,11.754,18.011
971139,11.776,18.027,12.82,0.003,11.754,18.011
971645,11.776,18.027,12.82,0.003,11.754,18.011
972165,11.776,18.027,12.82,0.003,11.754,18.011
972686,11.76,18.027,12.82,0.003,11.754,18.011
973191,11.76,18.027,12.82,0.003,11.754,18.011
973697,11.76,18.027,12.82,0.003,11.754,18.011
974173,11.76,18.027,12.82,0.003,11.754,18.011
974678,11.76,18.027,12.82,0.003,11.754,18.011
975153,11.76,18.027,12.82,0.003,11.754,18.011
975662,11.76,18.027,12.82,0.003,11.754,18.011
976125,11.76,18.027,12.82,0.003,11.754,18.011
976647,11.76,18.027,12.82,0.003,11.754,18.011
977158,11.76,18.027,12.82,0.003,11.754,18.011
977680,11.743,18.027,12.82,0.003,11.754,18.011
978188,11.743,18.027,12.82,0.003,11.737,18.011
978675,11.743,18.027,12.82,0.003,11.737,18.011
979212,11.743,18.027,12.82,0.003,11.737,18.011
979708,11.743,18.027,12.82,0.003,12.417,-0.01
980199,11.743,18.027,12.82,0.003,12.45,-0.027
