18A Test,Moto Moto,Moto Moto,BLUE-07064-HA-3,BLUE-07064-HA-3,BLUE-07064-HA-4,BLUE-07064-HA-4
Time (ms),Voltage1 (V),Current1 (A),Voltage2 (V),Current2 (A),Voltage3 (V),Current3 (A)
993538,11.976,18.027,12.803,0.003,6.612,-0.01
994020,11.976,18.027,12.803,0.003,6.612,-0.01
994507,11.976,18.027,12.803,0.003,6.612,-0.01
995045,11.976,18.027,12.803,0.003,6.612,-0.01
995551,11.976,18.027,12.803,0.003,6.628,-0.01
996107,11.976,18.027,12.803,0.003,6.628,-0.01
996666,11.976,18.027,12.803,0.003,6.612,-0.01
997182,11.976,18.027,12.803,0.003,6.612,-0.01
997694,11.976,18.027,12.803,0.003,6.612,-0.01
998215,11.976,18.027,12.803,0.003,6.612,-0.01
998693,11.976,18.027,12.803,0.003,6.612,-0.01
999186,11.976,18.027,12.803,0.003,6.612,-0.01
999687,11.976,18.027,12.803,0.003,6.612,-0.01
1000180,11.976,18.027,12.803,0.003,6.612,-0.01
1000654,11.976,18.027,12.803,0.003,6.612,-0.01
1001159,11.959,18.027,12.803,0.003,6.612,-0.01
1001638,11.959,18.027,12.803,0.003,6.612,-0.01
1002134,11.959,18.027,12.803,0.003,6.612,-0.01
1002609,11.959,18.027,12.803,0.003,6.612,0.006
1003116,11.959,18.027,12.803,0.003,6.612,-0.01
1003570,11.959,18.027,12.803,0.003,6.612,-0.01
1004053,11.959,18.027,12.803,0.003,6.612,-0.01
1004564,11.959,18.027,12.803,0.003,6.612,-0.01
1005084,11.959,18.027,12.803,0.003,6.612,-0.01
1005549,11.959,18.027,12.803,0.003,6.612,-0.01
1006080,11.959,18.027,12.803,0.003,6.612,-0.01
1006606,11.959,18.027,12.803,0.003,6.612,-0.01
1007110,11.959,18.027,12.803,0.003,6.612,-0.01
1007627,11.959,18.027,12.803,0.003,6.612,0.006
1008104,11.959,18.027,12.803,0.003,6.612,-0.01
1008594,11.959,18.027,12.803,0.003,6.612,-0.01
1009061,11.959,18.027,12.803,0.003,6.612,-0.01
1009592,11.959,18.027,12.803,0.003,6.628,-0.01
1010111,11.959,18.027,12.803,0.003,6.612,-0.01
1010595,11.959,18.027,12.803,0.003,6.612,-0.01
1011089,11.959,18.027,12.803,0.003,6.612,-0.01
1011547,11.959,18.027,12.803,0.003,6.612,-0.01
1012052,11.959,18.027,12.803,0.003,6.612,-0.01
1012533,11.959,18.027,12.803,0.003,6.612,0.006
1013025,11.959,18.027,12.803,0.003,6.612,0.006
1013511,11.959,18.027,12.803,0.003,6.612,-0.01
1014008,11.959,18.027,12.803,0.003,6.612,-0.01
1014511,11.959,18.027,12.803,0.003,6.612,-0.01
1015034,11.959,18.027,12.803,0.003,6.628,-0.01
1015500,11.959,18.027,12.803,0.003,6.612,0.006
1015995,11.959,18.027,12.803,0.003,6.612,-0.01
1016463,11.959,18.027,12.803,0.003,6.612,-0.01
1016977,11.959,18.027,12.803,0.003,6.612,-0.01
1017447,11.959,18.027,12.803,0.003,6.612,-0.01
1017937,11.959,18.027,12.803,0.003,6.612,0.006
1018394,11.959,18.027,12.803,0.003,6.612,-0.01
1018884,11.959,18.027,12.803,0.003,6.612,0.006
1019366,11.959,18.027,12.803,0.003,6.612,-0.01
1019868,11.959,18.027,12.803,0.003,6.612,-0.01
1020341,11.959,18.027,12.803,0.003,6.612,-0.01
1020876,11.959,18.027,12.803,0.003,6.612,-0.01
1021367,11.959,18.027,12.803,0.003,6.612,-0.01
1021920,11.959,18.027,12.803,0.003,6.612,-0.01
1022414,11.959,18.027,12.803,0.003,6.612,-0.01
1022902,11.959,18.027,12.803,0.003,6.612,-0.01
1023399,11.959,18.027,12.803,0.003,6.612,-0.01
1023866,11.959,18.027,12.803,0.003,6.612,-0.01
1024360,11.959,18.027,12.803,0.003,6.612,0.006
1024853,11.959,18.027,12.803,0.003,6.612,-0.01
1025350,11.959,18.027,12.803,0.003,6.612,-0.01
1025817,11.959,18.027,12.803,0.003,6.612,-0.01
1026319,11.959,18.027,12.803,0.003,6.612,-0.01
1026819,11.959,18.027,12.803,0.003,6.612,-0.01
1027351,11.959,18.027,12.803,0.003,6.612,-0.01
1027818,11.959,18.027,12.803,0.003,6.612,-0.01
1028364,11.959,18.027,12.803,0.003,6.612,0.006
1028919,11.959,18.027,12.803,0.003,6.612,-0.01
1029371,11.959,18.027,12.803,0.003,6.612,-0.01
1029872,11.959,18.027,12.803,0.003,6.612,-0.01
1030351,11.959,18.027,12.803,0.003,6.612,-0.01
1030852,11.959,18.027,12.803,0.003,6.612,-0.01
1031298,11.959,18.027,12.803,0.003,6.612,0.006
1031794,11.959,18.027,12.803,0.003,6.612,-0.01
1032270,11.959,18.027,12.803,0.003,6.612,0.006
1032801,11.942,18.027,12.803,0.003,6.612,-0.01
1033330,11.942,18.027,12.803,0.003,6.612,0.006
1033805,11.942,18.027,12.803,0.003,6.612,-0.01
1034301,11.942,18.027,12.803,0.003,6.612,-0.01
1034768,11.942,18.027,12.803,0.003,6.612,-0.01
1035254,11.942,18.027,12.803,0.003,6.612,-0.01
1035723,11.942,18.027,12.803,0.003,6.612,-0.01
1036215,11.942,18.027,12.803,0.003,6.612,-0.01
1036689,11.942,18.027,12.803,0.003,6.612,-0.01
1037193,11.942,18.027,12.803,0.003,6.612,-0.01
1037663,11.942,18.027,12.803,0.003,6.612,-0.01
1038233,11.942,18.027,12.803,0.003,6.612,-0.01
1038698,11.942,18.027,12.803,0.003,6.612,-0.01
1039252,11.942,18.027,12.803,0.003,6.612,-0.01
1039751,11.942,18.027,12.803,0.003,6.612,-0.01
1040231,11.942,18.027,12.803,0.003,6.612,-0.01
1040720,11.942,18.027,12.803,0.003,6.612,0.006
1041216,11.942,18.027,12.803,0.003,6.612,-0.01
1041753,11.942,18.027,12.803,0.003,6.612,-0.01
1042289,11.942,18.027,12.803,0.003,6.612,-0.01
1042747,11.942,18.027,12.803,0.003,6.612,-0.01
1043241,11.942,18.027,12.803,0.003,6.612,-0.01
1043711,11.942,18.027,12.803,0.003,6.612,-0.01
1044216,11.942,18.027,12.803,0.003,6.612,-0.01
1044677,11.942,18.027,12.803,0.003,6.612,-0.01
1045184,11.942,18.027,12.803,0.003,6.612,-0.01
1045664,11.942,18.027,12.803,0.003,6.612,-0.01
1046167,11.942,18.027,12.803,0.003,6.612,-0.01
1046639,11.942,18.027,12.803,0.003,6.612,-0.01
1047136,11.942,18.027,12.803,0.003,6.612,-0.01
1047613,11.942,18.027,12.803,0.003,6.612,-0.01
1048113,11.942,18.027,12.803,0.003,6.612,-0.01
1048571,11.942,18.027,12.803,0.003,6.612,-0.01
1049083,11.942,18.027,12.803,0.003,6.612,-0.01
1049555,11.942,18.027,12.803,0.003,6.612,-0.01
1050055,11.942,18.027,12.803,0.003,6.612,0.006
1050519,11.942,18.027,12.803,0.003,6.612,-0.01
1051021,11.942,18.027,12.803,0.003,6.612,0.006
1051523,11.942,18.027,12.803,0.003,6.612,-0.01
1052064,11.942,18.027,12.803,0.003,6.612,-0.01
1052535,11.942,18.027,12.803,0.003,6.612,0.006
1053073,11.942,18.027,12.803,0.003,6.612,-0.01
1053599,11.942,18.027,12.803,0.003,6.612,-0.01
1054067,11.942,18.027,12.803,0.003,6.612,-0.01
1054618,11.942,18.027,12.803,0.003,6.612,-0.01
1055141,11.942,18.027,12.803,0.003,6.612,-0.01
1055640,11.942,18.027,12.803,0.003,6.612,-0.01
1056184,11.942,18.027,12.803,0.003,6.612,-0.01
1056658,11.942,18.027,12.803,0.003,6.612,-0.01
1057172,11.942,18.027,12.803,0.003,6.612,-0.01
1057680,11.942,18.027,12.803,0.003,6.612,-0.01
1058152,11.942,18.027,12.803,0.003,6.612,-0.01
1058644,11.942,18.027,12.803,0.003,6.612,-0.01
1059124,11.942,18.027,12.803,0.003,6.612,-0.01
1059658,11.942,18.027,12.803,0.003,6.612,-0.01
1060163,11.942,18.027,12.803,0.003,6.612,-0.01
1060664,11.942,18.027,12.803,0.003,6.612,-0.01
1061160,11.942,18.027,12.803,0.003,6.612,-0.01
1061656,11.926,18.027,12.803,0.003,6.612,-0.01
1062156,11.926,18.027,12.803,0.003,6.612,-0.01
1062639,11.926,18.027,12.803,0.003,6.612,-0.01
1063159,11.926,18.027,12.803,0.003,6.612,-0.01
1063668,11.926,18.027,12.803,0.003,6.612,-0.01
1064162,11.926,18.027,12.803,0.003,6.612,-0.01
1064638,11.926,18.027,12.803,0.003,6.612,-0.01
1065143,11.926,18.027,12.803,0.003,6.612,-0.01
1065648,11.926,18.027,12.803,0.003,6.612,-0.01
1066119,11.926,18.027,12.803,0.003,6.612,-0.01
1066617,11.926,18.027,12.803,0.003,6.612,-0.01
1067089,11.926,18.027,12.803,0.003,6.612,-0.01
1067582,11.926,18.027,12.803,0.003,6.612,-0.01
1068090,11.926,18.027,12.803,0.003,6.612,-0.01
1068627,11.926,18.027,12.803,0.003,6.612,-0.01
1069094,11.926,18.027,12.803,0.003,6.612,-0.01
1069600,11.926,18.027,12.803,0.003,6.612,-0.01
1070082,11.926,18.027,12.803,0.003,6.612,0.006
1070578,11.926,18.027,12.803,0.003,6.612,-0.01
1071057,11.926,18.027,12.803,0.003,6.612,-0.01
1071544,11.926,18.027,12.803,0.003,6.612,-0.01
1072018,11.926,18.027,12.803,0.003,6.612,-0.01
1072508,11.926,18.027,12.803,0.003,6.612,-0.01
1073019,11.926,18.027,12.803,0.003,6.612,-0.01
1073578,11.926,18.027,12.803,0.003,6.612,-0.01
1074104,11.926,18.027,12.803,0.003,6.612,-0.01
1074578,11.926,18.027,12.803,0.003,6.612,-0.01
1075070,11.926,18.027,12.803,0.003,6.612,0.006
1075583,11.926,18.027,12.803,0.003,6.612,-0.01
1076111,11.926,18.027,12.803,0.003,6.612,-0.01
1076574,11.926,18.027,12.803,0.003,6.612,-0.01
1077068,11.926,18.027,12.803,0.003,6.612,0.006
1077605,11.926,18.027,12.803,0.003,6.612,-0.01
1078082,11.926,18.027,12.803,0.003,6.612,-0.01
1078577,11.926,18.027,12.803,0.003,6.612,-0.01
1079056,11.926,18.027,12.803,0.003,6.612,-0.01
1079593,11.926,18.027,12.803,0.003,6.612,-0.01
1080155,11.926,18.027,12.803,0.003,6.612,-0.01
1080662,11.926,18.027,12.803,0.003,6.612,-0.01
1081167,11.926,18.027,12.803,0.003,6.612,-0.01
1081643,11.926,18.027,12.803,0.003,6.612,-0.01
1082147,11.926,18.027,12.803,0.003,6.612,-0.01
1082629,11.926,18.027,12.803,0.003,6.612,-0.01
1083153,11.926,18.027,12.803,0.003,6.612,-0.01
1083682,11.926,18.027,12.803,0.003,6.612,-0.01
1084155,11.926,18.027,12.803,0.003,6.612,-0.01
1084652,11.926,18.027,12.803,0.003,6.612,-0.01
1085136,11.926,18.027,12.803,0.003,6.612,-0.01
1085631,11.926,18.027,12.803,0.003,6.612,-0.01
1086100,11.926,18.027,12.803,0.003,6.612,-0.01
1086621,11.926,18.027,12.803,0.003,6.612,-0.01
1087104,11.926,18.027,12.803,0.003,6.612,-0.01
1087604,11.926,18.027,12.803,0.003,6.612,-0.01
1088068,11.926,18.027,12.803,0.003,6.612,-0.01
1088570,11.926,18.027,12.803,0.003,6.612,-0.01
1089052,11.926,18.027,12.803,0.003,6.612,-0.01
1089529,11.926,18.027,12.803,0.003,6.612,-0.01
1090001,11.926,18.027,12.803,0.003,6.612,-0.01
1090498,11.926,18.027,12.803,0.003,6.612,-0.01
1090976,11.926,18.027,12.803,0.003,6.612,-0.01
1091461,11.926,18.027,12.803,0.003,6.612,-0.01
1091967,11.926,18.027,12.803,0.003,6.612,0.006
1092509,11.926,18.027,12.803,0.003,6.612,-0.01
1092998,11.909,18.027,12.803,0.003,6.612,0.006
1093480,11.909,18.027,12.803,0.003,6.612,-0.01
1093953,11.909,18.027,12.803,0.003,6.612,-0.01
1094460,11.909,18.027,12.803,0.003,6.612,-0.01
1094961,11.909,18.027,12.803,0.003,6.612,-0.01
1095495,11.909,18.027,12.803,0.003,6.612,-0.01
1096038,11.909,18.027,12.803,0.003,6.612,-0.01
1096547,11.909,18.027,12.803,0.003,6.612,-0.01
1097087,11.909,18.027,12.803,0.003,6.612,-0.01
1097586,11.909,18.027,12.803,0.003,6.612,-0.01
1098089,11.909,18.027,12.803,0.003,6.612,-0.01
1098592,11.909,18.027,12.803,0.003,6.612,-0.01
1099095,11.909,18.027,12.803,0.003,6.612,-0.01
1099620,11.909,18.027,12.803,0.003,6.612,-0.01
1100077,11.909,18.027,12.803,0.003,6.612,0.006
1100576,11.909,18.027,12.803,0.003,6.612,-0.01
1101056,11.909,18.027,12.803,0.003,6.612,-0.01
1101557,11.909,18.027,12.803,0.003,6.612,-0.01
1102023,11.909,18.027,12.803,0.003,6.612,-0.01
1102516,11.909,18.027,12.803,0.003,6.612,-0.01
1102989,11.909,18.027,12.803,0.003,6.612,-0.01
1103490,11.909,18.027,12.803,0.003,6.612,-0.01
1103969,11.909,18.027,12.803,0.003,6.612,-0.01
1104481,11.909,18.027,12.803,0.003,6.612,-0.01
1104964,11.909,18.027,12.803,0.003,6.612,-0.01
1105449,11.909,18.027,12.803,0.003,6.612,0.006
1105939,11.909,18.027,12.803,0.003,6.612,-0.01
1106454,11.909,18.027,12.803,0.003,6.612,-0.01
1107008,11.909,18.027,12.803,0.003,6.612,-0.01
1107473,11.909,18.027,12.803,0.003,6.612,-0.01
1107955,11.909,18.027,12.803,0.003,6.612,-0.01
1108428,11.909,18.027,12.803,0.003,6.612,-0.01
1108947,11.909,18.027,12.803,0.003,6.612,-0.01
1109415,11.909,18.027,12.803,0.003,6.612,-0.01
1109930,11.909,18.027,12.803,0.003,6.612,-0.01
1110409,11.909,18.027,12.803,0.003,6.612,-0.01
1110902,11.909,18.027,12.803,0.003,6.612,-0.01
1111380,11.909,18.027,12.803,0.003,6.612,0.006
1111909,11.909,18.027,12.803,0.003,6.612,-0.01
1112442,11.909,18.027,12.803,0.003,6.612,-0.01
1112930,11.909,18.027,12.803,0.003,6.612,-0.01
1113430,11.909,18.027,12.803,0.003,6.612,0.006
1113907,11.909,18.027,12.803,0.003,6.612,-0.01
1114391,11.909,18.027,12.803,0.003,6.612,-0.01
1114894,11.909,18.027,12.803,0.003,6.612,0.006
1115419,11.909,18.027,12.803,0.003,6.612,-0.01
1115881,11.909,18.027,12.803,0.003,6.612,-0.01
1116391,11.909,18.027,12.803,0.003,6.612,-0.01
1116879,11.909,18.027,12.803,0.003,6.612,-0.01
1117430,11.909,18.027,12.803,0.003,6.612,-0.01
1117926,11.909,18.027,12.803,0.003,6.612,0.006
1118398,11.909,18.027,12.803,0.003,6.612,-0.01
1118893,11.909,18.027,12.803,0.003,6.612,0.006
1119357,11.909,18.027,12.803,0.003,6.612,-0.01
1119837,11.909,18.027,12.803,0.003,6.612,-0.01
1120314,11.909,18.027,12.803,0.003,6.612,-0.01
1120827,11.909,18.027,12.803,0.003,6.612,-0.01
1121335,11.909,18.027,12.803,0.003,6.612,0.006
1121855,11.909,18.027,12.803,0.003,6.612,-0.01
1122314,11.909,18.027,12.803,0.003,6.612,-0.01
1122790,11.909,18.027,12.803,0.003,6.612,0.006
1123267,11.893,18.027,12.803,0.003,6.612,-0.01
1123765,11.893,18.027,12.803,0.003,6.612,-0.01
1124278,11.893,18.027,12.803,0.003,6.612,-0.01
1124799,11.893,18.027,12.803,0.003,6.612,-0.01
1125304,11.893,18.027,12.803,0.003,6.612,-0.01
1125782,11.893,18.027,12.803,0.003,6.612,-0.01
1126282,11.893,18.027,12.803,0.003,6.612,-0.01
1126753,11.893,18.027,12.803,0.003,6.612,-0.01
1127253,11.893,18.027,12.803,0.003,6.612,-0.01
1127717,11.893,18.027,12.803,0.003,6.612,-0.01
1128206,11.893,18.027,12.803,0.003,6.612,0.006
1128717,11.893,18.027,12.803,0.003,6.612,-0.01
1129257,11.893,18.027,12.803,0.003,6.612,-0.01
1129760,11.893,18.027,12.803,0.003,6.612,-0.01
1130235,11.893,18.027,12.803,0.003,6.612,-0.01
1130743,11.893,18.027,12.803,0.003,6.612,-0.01
1131215,11.893,18.027,12.803,0.003,6.612,-0.01
1131710,11.893,18.027,12.803,0.003,6.612,0.006
1132176,11.893,18.027,12.803,0.003,6.612,-0.01
1132673,11.893,18.027,12.803,0.003,6.612,-0.01
1133196,11.893,18.027,12.803,0.003,6.612,-0.01
1133724,11.893,18.027,12.803,0.003,6.612,-0.01
1134221,11.893,18.027,12.803,0.003,6.612,-0.01
1134702,11.893,18.027,12.803,0.003,6.612,-0.01
1135207,11.893,18.027,12.803,0.003,6.612,-0.01
1135671,11.893,18.027,12.803,0.003,6.612,0.006
1136160,11.893,18.027,12.803,0.003,6.612,-0.01
1136631,11.893,18.027,12.803,0.003,6.612,-0.01
1137144,11.893,18.027,12.803,0.003,6.612,-0.01
1137652,11.893,18.027,12.803,0.003,6.612,-0.01
1138180,11.893,18.027,12.803,0.003,6.612,-0.01
1138656,11.893,18.027,12.803,0.003,6.612,-0.01
1139154,11.893,18.027,12.803,0.003,6.612,-0.01
1139620,11.893,18.027,12.803,0.003,6.612,-0.01
1140121,11.893,18.027,12.803,0.003,6.612,-0.01
1140597,11.893,18.027,12.803,0.003,6.612,0.006
1141105,11.893,18.027,12.803,0.003,6.612,-0.01
1141582,11.893,18.027,12.803,0.003,6.612,-0.01
1142067,11.893,18.027,12.803,0.003,6.612,-0.01
1142543,11.893,18.027,12.803,0.003,6.595,-0.01
1143069,11.893,18.027,12.803,0.003,6.595,-0.01
1143626,11.893,18.027,12.803,0.003,6.612,-0.01
1144124,11.893,18.027,12.803,0.003,6.612,-0.01
1144620,11.893,18.027,12.803,0.003,6.612,-0.01
1145112,11.893,18.027,12.803,0.003,6.612,-0.01
1145680,11.893,18.027,12.803,0.003,6.612,-0.01
1146208,11.893,18.027,12.803,0.003,6.612,-0.01
1146709,11.893,18.027,12.803,0.003,6.612,-0.01
1147216,11.893,18.027,12.803,0.003,6.612,-0.01
1147729,11.893,18.027,12.803,0.003,6.595,-0.01
1148252,11.893,18.027,12.803,0.003,6.612,-0.01
1148751,11.893,18.027,12.803,0.003,6.595,-0.01
1149285,11.893,18.027,12.803,0.003,6.595,-0.01
1149857,11.893,18.027,12.803,0.003,6.612,-0.01
1150389,11.893,18.027,12.803,0.003,6.595,-0.01
1150891,11.893,18.027,12.803,0.003,6.595,-0.01
1151430,11.893,18.027,12.803,0.003,6.595,0.006
1151901,11.893,18.027,12.803,0.003,6.595,0.006
1152430,11.893,18.027,12.803,0.003,6.612,0.006
1152913,11.893,18.027,12.803,0.003,6.612,-0.01
1153406,11.893,18.027,12.803,0.003,6.612,-0.01
1153880,11.893,18.027,12.803,0.003,6.612,-0.01
1154361,11.876,18.027,12.803,0.003,6.612,-0.01
1154829,11.876,18.027,12.803,0.003,6.612,-0.01
1155364,11.876,18.027,12.803,0.003,6.612,0.006
1155895,11.876,18.027,12.803,0.003,6.612,-0.01
1156368,11.876,18.027,12.803,0.003,6.612,-0.01
1156890,11.876,18.027,12.803,0.003,6.612,-0.01
1157361,11.876,18.027,12.803,0.003,6.612,-0.01
1157854,11.876,18.027,12.803,0.003,6.612,0.006
1158305,11.876,18.027,12.803,0.003,6.612,-0.01
1158831,11.876,18.027,12.803,0.003,6.612,0.006
1159330,11.876,18.027,12.803,0.003,6.612,-0.01
1159831,11.876,18.027,12.803,0.003,6.612,-0.01
1160330,11.876,18.027,12.803,0.003,6.612,-0.01
1160823,11.876,18.027,12.803,0.003,6.612,-0.01
1161329,11.876,18.027,12.803,0.003,6.612,-0.01
1161795,11.876,18.027,12.803,0.003,6.612,-0.01
1162284,11.876,18.027,12.803,0.003,6.612,-0.01
1162759,11.876,18.027,12.803,0.003,6.612,-0.01
1163258,11.876,18.027,12.803,0.003,6.612,-0.01
1163733,11.876,18.027,12.803,0.003,6.612,-0.01
1164218,11.876,18.027,12.803,0.003,6.612,0.006
1164691,11.876,18.027,12.803,0.003,6.612,-0.01
1165200,11.876,18.027,12.803,0.003,6.612,-0.01
1165673,11.876,18.027,12.803,0.003,6.612,-0.01
1166179,11.876,18.027,12.803,0.003,6.612,0.006
1166684,11.876,18.027,12.803,0.003,6.612,-0.01
1167214,11.876,18.027,12.803,0.003,6.612,-0.01
1167693,11.876,18.027,12.803,0.003,6.612,-0.01
1168208,11.876,18.027,12.803,0.003,6.612,-0.01
1168676,11.876,18.027,12.803,0.003,6.612,-0.01
1169239,11.876,18.027,12.803,0.003,6.612,-0.01
1169725,11.876,18.027,12.803,0.003,6.612,-0.01
1170230,11.876,18.027,12.803,0.003,6.612,-0.01
1170781,11.876,18.027,12.803,0.003,6.612,-0.01
1171308,11.876,18.027,12.803,0.003,6.612,-0.01
1171806,11.876,18.027,12.803,0.003,6.612,0.006
1172349,11.876,18.027,12.803,0.003,6.612,-0.01
1172845,11.876,18.027,12.803,0.003,6.612,-0.01
1173349,11.876,18.027,12.803,0.003,6.612,-0.01
1173838,11.876,18.027,12.803,0.003,6.612,-0.01
1174313,11.876,18.027,12.803,0.003,6.612,-0.01
1174867,11.876,18.027,12.803,0.003,6.595,-0.01
1175337,11.876,18.027,12.803,0.003,6.612,0.006
1175872,11.876,18.027,12.803,0.003,6.595,-0.01
1176349,11.876,18.027,12.803,0.003,6.612,0.006
1176870,11.876,18.027,12.803,0.003,6.612,-0.01
1177382,11.876,18.027,12.803,0.003,6.612,-0.01
1177874,11.876,18.027,12.803,0.003,6.612,-0.01
1178377,11.876,18.027,12.803,0.003,6.612,-0.01
1178849,11.876,18.027,12.803,0.003,6.612,-0.01
1179338,11.876,18.027,12.803,0.003,6.612,-0.01
1179803,11.876,18.027,12.803,0.003,6.595,-0.01
1180359,11.876,18.027,12.803,0.003,6.612,-0.01
1180845,11.876,18.027,12.803,0.003,6.612,-0.01
1181404,11.876,18.027,12.803,0.003,6.612,-0.01
1181890,11.876,18.027,12.803,0.003,6.612,-0.01
1182360,11.876,18.027,12.803,0.003,6.612,-0.01
1182859,11.876,18.027,12.803,0.003,6.612,-0.01
1183334,11.859,18.027,12.803,0.003,6.612,-0.01
1183825,11.859,18.027,12.803,0.003,6.612,-0.01
1184300,11.859,18.027,12.803,0.003,6.612,-0.01
1184797,11.859,18.027,12.803,0.003,6.612,-0.01
1185287,11.859,18.027,12.803,0.003,6.612,-0.01
1185791,11.859,18.027,12.803,0.003,6.612,-0.01
1186273,11.859,18.027,12.803,0.003,6.612,-0.01
1186774,11.859,18.027,12.803,0.003,6.612,-0.01
1187239,11.859,18.027,12.803,0.003,6.612,0.006
1187765,11.859,18.027,12.803,0.003,6.612,-0.01
1188263,11.859,18.027,12.803,0.003,6.612,-0.01
1188767,11.859,18.027,12.803,0.003,6.612,-0.01
1189274,11.859,18.027,12.803,0.003,6.612,-0.01
1189773,11.859,18.027,12.803,0.003,6.612,0.006
1190308,11.859,18.027,12.803,0.003,6.612,-0.01
1190812,11.859,18.027,12.803,0.003,6.612,-0.01
1191335,11.859,18.027,12.803,0.003,6.612,-0.01
1191846,11.859,18.027,12.803,0.003,6.612,-0.01
1192318,11.859,18.027,12.803,0.003,6.612,-0.01
1192822,11.859,18.027,12.803,0.003,6.612,-0.01
1193274,11.859,18.027,12.803,0.003,6.612,0.006
1193780,11.859,18.027,12.803,0.003,6.612,-0.01
1194266,11.859,18.027,12.803,0.003,6.612,-0.01
1194766,11.859,18.027,12.803,0.003,6.612,-0.01
1195227,11.859,18.027,12.803,0.003,6.612,-0.01
1195719,11.859,18.027,12.803,0.003,6.612,-0.01
1196193,11.859,18.027,12.803,0.003,6.612,-0.01
1196690,11.859,18.027,12.803,0.003,6.612,0.006
1197161,11.859,18.027,12.803,0.003,6.612,-0.01
1197679,11.859,18.027,12.803,0.003,6.612,-0.01
1198183,11.859,18.027,12.803,0.003,6.612,-0.01
1198676,11.859,18.027,12.803,0.003,6.612,-0.01
1199155,11.859,18.027,12.803,0.003,6.612,-0.01
1199640,11.859,18.027,12.803,0.003,6.612,-0.01
1200091,11.859,18.027,12.803,0.003,6.595,-0.01
1200593,11.859,18.027,12.803,0.003,6.612,-0.01
1201081,11.859,18.027,12.803,0.003,6.612,-0.01
1201579,11.859,18.027,12.803,0.003,6.612,-0.01
1202069,11.859,18.027,12.803,0.003,6.612,0.006
1202562,11.859,18.027,12.803,0.003,6.612,-0.01
1203039,11.859,18.027,12.803,0.003,6.612,-0.01
1203534,11.859,18.027,12.803,0.003,6.612,0.006
1204022,11.859,18.027,12.803,0.003,6.612,-0.01
1204556,11.859,18.027,12.803,0.003,6.612,-0.01
1205098,11.859,18.027,12.803,0.003,6.612,-0.01
1205576,11.859,18.027,12.803,0.003,6.612,-0.01
1206130,11.859,18.027,12.803,0.003,6.612,-0.01
1206633,11.859,18.027,12.803,0.003,6.612,-0.01
1207202,11.859,18.027,12.803,0.003,6.612,0.006
1207728,11.859,18.027,12.803,0.003,6.612,-0.01
1208198,11.859,18.027,12.803,0.003,6.612,-0.01
1208705,11.859,18.027,12.803,0.003,6.612,-0.01
1209196,11.859,18.027,12.803,0.003,6.612,-0.01
1209701,11.859,18.027,12.803,0.003,6.612,-0.01
1210185,11.859,18.027,12.803,0.003,6.612,-0.01
1210705,11.859,18.027,12.803,0.003,6.612,-0.01
1211254,11.859,18.027,12.803,0.003,6.612,-0.01
1211755,11.859,18.027,12.803,0.003,6.612,-0.01
1212281,11.859,18.027,12.803,0.003,6.628,-0.01
1212783,11.859,18.027,12.803,0.003,6.628,-0.01
1213262,11.859,18.027,12.803,0.003,6.628,-0.01
1213759,11.843,18.027,12.803,0.003,6.628,-0.01
1214243,11.843,18.027,12.803,0.003,6.628,-0.01
1214778,11.843,18.027,12.803,0.003,6.645,-0.01
1215285,11.843,18.027,12.803,0.003,6.628,-0.01
1215785,11.843,18.027,12.803,0.003,6.628,0.006
1216261,11.843,18.027,12.803,0.003,6.628,-0.01
1216823,11.843,18.027,12.803,0.003,6.628,-0.01
1217315,11.843,18.027,12.803,0.003,6.628,-0.01
1217785,11.843,18.027,12.803,0.003,6.628,-0.01
1218283,11.843,18.027,12.803,0.003,6.628,-0.01
1218773,11.843,18.027,12.803,0.003,6.628,-0.01
1219273,11.843,18.027,12.803,0.003,6.628,0.006
1219755,11.843,18.027,12.803,0.003,6.628,0.006
1220260,11.843,18.027,12.803,0.003,6.628,-0.01
1220734,11.843,18.027,12.803,0.003,6.628,-0.01
1221239,11.843,18.027,12.803,0.003,6.628,-0.01
1221717,11.843,18.027,12.803,0.003,6.628,-0.01
1222252,11.843,18.027,12.803,0.003,6.628,-0.01
1222751,11.843,18.027,12.803,0.003,6.628,-0.01
1223255,11.843,18.027,12.803,0.003,6.628,-0.01
1223761,11.843,18.027,12.803,0.003,6.628,-0.01
1224267,11.843,18.027,12.803,0.003,6.612,-0.01
1224834,11.843,18.027,12.803,0.003,6.612,-0.01
1225307,11.843,18.027,12.803,0.003,6.628,-0.01
1225806,11.843,18.027,12.803,0.003,6.612,-0.01
1226305,11.843,18.027,12.803,0.003,6.628,-0.01
1226791,11.843,18.027,12.803,0.003,6.628,-0.01
1227297,11.843,18.027,12.803,0.003,6.612,-0.01
1227769,11.843,18.027,12.803,0.003,6.612,-0.01
1228263,11.843,18.027,12.803,0.003,6.612,-0.01
1228775,11.843,18.027,12.803,0.003,6.612,-0.01
1229301,11.843,18.027,12.803,0.003,6.612,-0.01
1229772,11.843,18.027,12.803,0.003,6.612,-0.01
1230270,11.843,18.027,12.803,0.003,6.612,-0.01
1230835,11.843,18.027,12.803,0.003,6.612,-0.01
1231314,11.843,18.027,12.803,0.003,6.612,-0.01
1231812,11.843,18.027,12.803,0.003,6.612,-0.01
1232301,11.843,18.027,12.803,0.003,6.612,-0.01
