18A Test,Moto Moto,Moto Moto,BLUE-07064-HA-3,BLUE-07064-HA-3,BLUE-07064-HA-4,BLUE-07064-HA-4
Time (ms),Voltage1 (V),Current1 (A),Voltage2 (V),Current2 (A),Voltage3 (V),Current3 (A)
492742,12.225,18.027,12.787,0.003,6.678,-0.01
493254,12.225,18.027,12.787,0.003,6.678,-0.01
493749,12.225,18.027,12.787,0.003,6.695,-0.01
494223,12.225,18.027,12.787,0.003,6.695,-0.01
494723,12.225,18.027,12.787,0.003,6.695,-0.01
495198,12.225,18.027,12.787,0.003,6.678,-0.01
495692,12.225,18.027,12.787,0.003,6.695,-0.01
496161,12.225,18.027,12.787,0.003,6.695,-0.01
496654,12.225,18.027,12.787,0.003,6.678,-0.01
497163,12.225,18.027,12.787,0.003,6.695,-0.01
497690,12.225,18.027,12.787,0.003,6.695,-0.01
498164,12.225,18.027,12.787,0.003,6.695,-0.01
498721,12.225,18.027,12.787,0.003,6.678,-0.01
499278,12.209,18.027,12.787,0.003,6.695,-0.01
499741,12.209,18.027,12.787,0.003,6.695,-0.01
500259,12.209,18.027,12.787,0.003,6.678,-0.01
500819,12.209,18.027,12.787,0.003,6.695,-0.01
501294,12.209,18.027,12.787,0.003,6.695,-0.01
501815,12.209,18.027,12.787,0.003,6.678,0.006
502342,12.209,18.027,12.787,0.003,6.695,-0.01
502845,12.209,18.027,12.787,0.003,6.695,-0.01
503397,12.209,18.027,12.787,0.003,6.678,-0.01
503887,12.209,18.027,12.787,0.003,6.678,-0.01
504402,12.209,18.027,12.787,0.003,6.695,-0.01
504882,12.209,18.027,12.787,0.003,6.695,0.006
505409,12.209,18.027,12.787,0.003,6.678,-0.01
505892,12.209,18.027,12.787,0.003,6.695,0.006
506403,12.209,18.027,12.787,0.003,6.678,-0.01
506926,12.209,18.027,12.787,0.003,6.678,-0.01
507400,12.209,18.027,12.787,0.003,6.678,0.006
507895,12.209,18.027,12.787,0.003,6.678,-0.01
508392,12.209,18.027,12.787,0.003,6.678,0.006
508905,12.209,18.027,12.787,0.003,6.678,-0.01
509434,12.209,18.027,12.787,0.003,6.678,-0.01
509904,12.209,18.027,12.787,0.003,6.678,-0.01
510400,12.209,18.027,12.787,0.003,6.695,-0.01
510874,12.209,18.027,12.787,0.003,6.695,-0.01
511372,12.209,18.027,12.787,0.003,6.678,-0.01
511848,12.209,18.027,12.787,0.003,6.678,-0.01
512346,12.209,18.027,12.787,0.003,6.678,-0.01
512828,12.209,18.027,12.787,0.003,6.678,-0.01
513336,12.209,18.027,12.787,0.003,6.678,-0.01
513799,12.209,18.027,12.787,0.003,6.678,-0.01
514300,12.209,18.027,12.787,0.003,6.678,-0.01
514779,12.209,18.027,12.787,0.003,6.678,-0.01
515273,12.209,18.027,12.787,0.003,6.678,-0.01
515728,12.209,18.027,12.787,0.003,6.678,-0.01
516215,12.209,18.027,12.787,0.003,6.678,-0.01
516693,12.209,18.027,12.787,0.003,6.678,-0.01
517213,12.209,18.027,12.787,0.003,6.695,-0.01
517675,12.209,18.027,12.787,0.003,6.678,0.006
518194,12.209,18.027,12.787,0.003,6.695,-0.01
518722,12.209,18.027,12.787,0.003,6.678,-0.01
519190,12.209,18.027,12.787,0.003,6.678,-0.01
519716,12.209,18.027,12.787,0.003,6.678,-0.01
520213,12.209,18.027,12.787,0.003,6.695,-0.01
520745,12.209,18.027,12.787,0.003,6.678,-0.01
521296,12.209,18.027,12.787,0.003,6.678,-0.01
521775,12.209,18.027,12.787,0.003,6.678,-0.01
522330,12.209,18.027,12.787,0.003,6.678,0.006
522827,12.209,18.027,12.787,0.003,6.678,-0.01
523303,12.209,18.027,12.787,0.003,6.678,-0.01
523787,12.209,18.027,12.787,0.003,6.678,0.006
524295,12.209,18.027,12.787,0.003,6.678,-0.01
524817,12.209,18.027,12.787,0.003,6.695,-0.01
525309,12.209,18.027,12.787,0.003,6.678,-0.01
525816,12.209,18.027,12.787,0.003,6.678,-0.01
526364,12.209,18.027,12.787,0.003,6.678,-0.01
526830,12.209,18.027,12.787,0.003,6.695,-0.01
527324,12.209,18.027,12.787,0.003,6.678,-0.01
527815,12.209,18.027,12.787,0.003,6.695,-0.01
528367,12.209,18.027,12.787,0.003,6.678,-0.01
528862,12.209,18.027,12.787,0.003,6.678,-0.01
529350,12.209,18.027,12.787,0.003,6.678,-0.01
529835,12.209,18.027,12.787,0.003,6.678,-0.01
530348,12.209,18.027,12.787,0.003,6.678,-0.01
530872,12.209,18.027,12.787,0.003,6.678,-0.01
531352,12.209,18.027,12.787,0.003,6.695,-0.01
531868,12.209,18.027,12.787,0.003,6.678,-0.01
532392,12.209,18.027,12.787,0.003,6.678,-0.01
532860,12.209,18.027,12.787,0.003,6.678,-0.01
533430,12.209,18.027,12.787,0.003,6.678,-0.01
533923,12.209,18.027,12.787,0.003,6.678,-0.01
534409,12.209,18.027,12.787,0.003,6.678,-0.01
534963,12.192,18.027,12.787,0.003,6.678,-0.01
535485,12.192,18.027,12.787,0.003,6.678,-0.01
535967,12.192,18.027,12.787,0.003,6.678,-0.01
536466,12.192,18.027,12.787,0.003,6.678,-0.01
536981,12.192,18.027,12.787,0.003,6.678,-0.01
537499,12.192,18.027,12.787,0.003,6.678,-0.01
537970,12.192,18.027,12.787,0.003,6.678,-0.01
538456,12.192,18.027,12.787,0.003,6.678,-0.01
539016,12.192,18.027,12.787,0.003,6.678,-0.01
539499,12.192,18.027,12.787,0.003,6.678,-0.01
539995,12.192,18.027,12.787,0.003,6.678,-0.01
540467,12.192,18.027,12.787,0.003,6.678,-0.01
540968,12.192,18.027,12.787,0.003,6.678,-0.01
541425,12.192,18.027,12.787,0.003,6.678,0.006
541911,12.192,18.027,12.787,0.003,6.678,-0.01
542379,12.192,18.027,12.787,0.003,6.678,-0.01
542875,12.192,18.027,12.787,0.003,6.678,-0.01
543341,12.192,18.027,12.787,0.003,6.678,-0.01
543829,12.192,18.027,12.787,0.003,6.678,-0.01
544292,12.192,18.027,12.787,0.003,6.678,-0.01
544860,12.192,18.027,12.787,0.003,6.678,-0.01
545351,12.192,18.027,12.787,0.003,6.678,-0.01
545818,12.192,18.027,12.787,0.003,6.678,-0.01
546312,12.192,18.027,12.787,0.003,6.678,-0.01
546788,12.192,18.027,12.787,0.003,6.678,-0.01
547288,12.192,18.027,12.787,0.003,6.678,-0.01
547781,12.192,18.027,12.787,0.003,6.678,-0.01
548327,12.192,18.027,12.787,0.003,6.678,-0.01
548832,12.192,18.027,12.787,0.003,6.678,-0.01
549332,12.192,18.027,12.787,0.003,6.678,-0.01
549798,12.192,18.027,12.787,0.003,6.678,-0.01
550344,12.192,18.027,12.787,0.003,6.678,-0.01
550910,12.192,18.027,12.787,0.003,6.678,-0.01
551381,12.192,18.027,12.787,0.003,6.695,-0.01
551883,12.192,18.027,12.787,0.003,6.678,-0.01
552359,12.192,18.027,12.787,0.003,6.678,-0.01
552886,12.192,18.027,12.787,0.003,6.678,-0.01
553459,12.192,18.027,12.787,0.003,6.678,-0.01
553963,12.192,18.027,12.787,0.003,6.678,-0.01
554505,12.192,18.027,12.787,0.003,6.695,-0.01
555051,12.192,18.027,12.787,0.003,6.678,-0.01
555542,12.192,18.027,12.787,0.003,6.678,0.006
556072,12.192,18.027,12.787,0.003,6.678,-0.01
556534,12.192,18.027,12.787,0.003,6.678,-0.01
557087,12.192,18.027,12.787,0.003,6.678,-0.01
557581,12.192,18.027,12.787,0.003,6.678,0.006
558050,12.192,18.027,12.787,0.003,6.678,-0.01
558543,12.192,18.027,12.787,0.003,6.678,0.006
559012,12.192,18.027,12.787,0.003,6.678,0.006
559503,12.192,18.027,12.787,0.003,6.678,-0.01
559971,12.192,18.027,12.787,0.003,6.678,-0.01
560467,12.192,18.027,12.787,0.003,6.678,-0.01
560959,12.192,18.027,12.787,0.003,6.678,-0.01
561489,12.192,18.027,12.787,0.003,6.678,-0.01
561988,12.192,18.027,12.787,0.003,6.678,-0.01
562486,12.192,18.027,12.787,0.003,6.678,-0.01
562981,12.192,18.027,12.787,0.003,6.678,-0.01
563454,12.192,18.027,12.787,0.003,6.678,-0.01
563949,12.192,18.027,12.787,0.003,6.678,0.006
564419,12.192,18.027,12.787,0.003,6.678,-0.01
564908,12.192,18.027,12.787,0.003,6.678,-0.01
565380,12.192,18.027,12.787,0.003,6.678,-0.01
565877,12.192,18.027,12.787,0.003,6.678,-0.01
566350,12.192,18.027,12.787,0.003,6.678,0.006
566842,12.192,18.027,12.787,0.003,6.678,-0.01
567340,12.192,18.027,12.787,0.003,6.678,-0.01
567864,12.192,18.027,12.787,0.003,6.678,-0.01
568330,12.192,18.027,12.787,0.003,6.678,-0.01
568859,12.192,18.027,12.787,0.003,6.678,-0.01
569384,12.192,18.027,12.787,0.003,6.678,-0.01
569855,12.192,18.027,12.787,0.003,6.678,-0.01
570349,12.192,18.027,12.787,0.003,6.678,-0.01
570820,12.192,18.027,12.787,0.003,6.678,-0.01
571311,12.192,18.027,12.787,0.003,6.678,-0.01
571777,12.192,18.027,12.787,0.003,6.678,-0.01
572267,12.192,18.027,12.787,0.003,6.678,-0.01
572741,12.192,18.027,12.787,0.003,6.678,-0.01
573233,12.175,18.027,12.787,0.003,6.678,0.006
573694,12.175,18.027,12.787,0.003,6.678,0.006
574179,12.175,18.027,12.787,0.003,6.678,-0.01
574645,12.175,18.027,12.787,0.003,6.678,0.006
575124,12.175,18.027,12.787,0.003,6.678,-0.01
575593,12.175,18.027,12.787,0.003,6.678,-0.01
576081,12.175,18.027,12.787,0.003,6.678,-0.01
576552,12.175,18.027,12.787,0.003,6.678,-0.01
577096,12.175,18.027,12.787,0.003,6.678,-0.01
577546,12.175,18.027,12.787,0.003,6.678,-0.01
578091,12.175,18.027,12.787,0.003,6.678,-0.01
578561,12.175,18.027,12.787,0.003,6.678,-0.01
579073,12.175,18.027,12.787,0.003,6.678,-0.01
579553,12.175,18.027,12.787,0.003,6.678,-0.01
580032,12.175,18.027,12.787,0.003,6.678,-0.01
580504,12.175,18.027,12.787,0.003,6.678,-0.01
581035,12.175,18.027,12.787,0.003,6.678,-0.01
581492,12.175,18.027,12.787,0.003,6.678,-0.01
582016,12.175,18.027,12.787,0.003,6.678,-0.01
582474,12.175,18.027,12.787,0.003,6.678,-0.01
582973,12.175,18.027,12.787,0.003,6.678,-0.01
583439,12.175,18.027,12.787,0.003,6.678,0.006
583935,12.175,18.027,12.787,0.003,6.678,-0.01
584401,12.175,18.027,12.787,0.003,6.678,-0.01
584883,12.175,18.027,12.787,0.003,6.678,-0.01
585362,12.175,18.027,12.787,0.003,6.678,-0.01
585841,12.175,18.027,12.787,0.003,6.678,-0.01
586313,12.175,18.027,12.787,0.003,6.678,0.006
586792,12.175,18.027,12.787,0.003,6.678,-0.01
587269,12.175,18.027,12.787,0.003,6.678,0.006
587746,12.175,18.027,12.787,0.003,6.678,-0.01
588218,12.175,18.027,12.787,0.003,6.661,-0.01
588703,12.175,18.027,12.787,0.003,6.678,-0.01
589219,12.175,18.027,12.787,0.003,6.678,-0.01
589752,12.175,18.027,12.787,0.003,6.678,-0.01
590225,12.175,18.027,12.787,0.003,6.678,-0.01
590756,12.175,18.027,12.787,0.003,6.678,-0.01
591280,12.175,18.027,12.787,0.003,6.678,-0.01
591772,12.175,18.027,12.787,0.003,6.678,-0.01
592298,12.175,18.027,12.787,0.003,6.678,-0.01
592809,12.175,18.027,12.787,0.003,6.678,-0.01
593291,12.175,18.027,12.787,0.003,6.678,-0.01
593806,12.175,18.027,12.787,0.003,6.678,-0.01
594315,12.175,18.027,12.787,0.003,6.661,-0.01
594847,12.175,18.027,12.787,0.003,6.661,-0.01
595406,12.175,18.027,12.787,0.003,6.678,-0.01
596715,12.175,18.027,12.787,0.003,6.678,-0.01
597204,12.175,18.027,12.787,0.003,6.678,-0.01
597707,12.175,18.027,12.787,0.003,6.678,-0.01
598178,12.175,18.027,12.787,0.003,6.678,-0.01
598665,12.175,18.027,12.787,0.003,6.678,-0.01
599142,12.175,18.027,12.787,0.003,6.678,-0.01
599668,12.175,18.027,12.787,0.003,6.678,-0.01
600219,12.175,18.027,12.787,0.003,6.678,-0.01
600722,12.175,18.027,12.787,0.003,6.678,-0.01
601253,12.175,18.027,12.787,0.003,6.678,-0.01
601754,12.175,18.027,12.787,0.003,6.678,0.006
602313,12.175,18.027,12.787,0.003,6.678,-0.01
602847,12.175,18.027,12.787,0.003,6.678,-0.01
603410,12.175,18.027,12.787,0.003,6.678,0.006
603919,12.175,18.027,12.787,0.003,6.661,-0.01
604445,12.175,18.027,12.787,0.003,6.678,-0.01
604968,12.175,18.027,12.787,0.003,6.678,-0.01
605448,12.175,18.027,12.787,0.003,6.678,-0.01
606013,12.175,18.027,12.787,0.003,6.678,-0.01
606484,12.175,18.027,12.787,0.003,6.661,-0.01
607033,12.175,18.027,12.787,0.003,6.661,-0.01
607587,12.175,18.027,12.787,0.003,6.678,-0.01
608069,12.175,18.027,12.787,0.003,6.661,-0.01
608626,12.175,18.027,12.787,0.003,6.661,-0.01
609136,12.175,18.027,12.787,0.003,6.661,-0.01
609642,12.159,18.027,12.787,0.003,6.661,-0.01
610161,12.159,18.027,12.787,0.003,6.661,-0.01
610637,12.159,18.027,12.787,0.003,6.661,-0.01
611166,12.159,18.027,12.787,0.003,6.661,-0.01
611711,12.159,18.027,12.787,0.003,6.661,-0.01
612170,12.159,18.027,12.787,0.003,6.661,-0.01
612694,12.159,18.027,12.787,0.003,6.661,-0.01
613205,12.159,18.027,12.787,0.003,6.661,0.006
613731,12.159,18.027,12.787,0.003,6.661,-0.01
614288,12.159,18.027,12.787,0.003,6.661,-0.01
614773,12.159,18.027,12.787,0.003,6.661,-0.01
615338,12.159,18.027,12.787,0.003,6.661,-0.01
615855,12.159,18.027,12.787,0.003,6.661,-0.01
616325,12.159,18.027,12.787,0.003,6.661,-0.01
616894,12.159,18.027,12.787,0.003,6.678,-0.01
617462,12.159,18.027,12.787,0.003,6.678,-0.01
617939,12.159,18.027,12.787,0.003,6.661,-0.01
618441,12.159,18.027,12.787,0.003,6.661,-0.01
618915,12.159,18.027,12.787,0.003,6.661,-0.01
619477,12.159,18.027,12.787,0.003,6.661,-0.01
619998,12.159,18.027,12.787,0.003,6.661,-0.01
620461,12.159,18.027,12.787,0.003,6.661,-0.01
621000,12.159,18.027,12.787,0.003,6.661,-0.01
621559,12.159,18.027,12.787,0.003,6.661,-0.01
622031,12.159,18.027,12.787,0.003,6.661,-0.01
622585,12.159,18.027,12.787,0.003,6.661,-0.01
623145,12.159,18.027,12.787,0.003,6.661,0.006
623599,12.159,18.027,12.787,0.003,6.661,0.006
624093,12.159,18.027,12.787,0.003,6.661,-0.01
624562,12.159,18.027,12.787,0.003,6.661,0.006
625081,12.159,18.027,12.787,0.003,6.661,-0.01
625561,12.159,18.027,12.787,0.003,6.661,-0.01
626060,12.159,18.027,12.787,0.003,6.661,0.006
626550,12.159,18.027,12.787,0.003,6.661,-0.01
627069,12.159,18.027,12.787,0.003,6.661,-0.01
627546,12.159,18.027,12.787,0.003,6.661,0.006
628037,12.159,18.027,12.787,0.003,6.661,-0.01
628517,12.159,18.027,12.787,0.003,6.661,-0.01
629089,12.159,18.027,12.787,0.003,6.661,-0.01
629648,12.159,18.027,12.787,0.003,6.661,-0.01
630128,12.159,18.027,12.787,0.003,6.661,-0.01
630613,12.159,18.027,12.787,0.003,6.661,-0.01
631076,12.159,18.027,12.787,0.003,6.661,-0.01
631578,12.159,18.027,12.787,0.003,6.661,-0.01
632069,12.159,18.027,12.787,0.003,6.661,-0.01
632626,12.159,18.027,12.787,0.003,6.661,0.006
633128,12.159,18.027,12.787,0.003,6.661,-0.01
633601,12.159,18.027,12.787,0.003,6.661,-0.01
634098,12.159,18.027,12.787,0.003,6.661,-0.01
634565,12.159,18.027,12.787,0.003,6.661,-0.01
635074,12.159,18.027,12.787,0.003,6.661,-0.01
635536,12.159,18.027,12.787,0.003,6.661,-0.01
636093,12.159,18.027,12.787,0.003,6.661,-0.01
636562,12.159,18.027,12.787,0.003,6.661,-0.01
637076,12.159,18.027,12.787,0.003,6.661,-0.01
637552,12.159,18.027,12.787,0.003,6.661,-0.01
638107,12.159,18.027,12.787,0.003,6.661,0.006
638605,12.159,18.027,12.787,0.003,6.661,-0.01
639110,12.159,18.027,12.787,0.003,6.661,-0.01
639656,12.159,18.027,12.787,0.003,6.661,-0.01
640131,12.159,18.027,12.787,0.003,6.661,-0.01
640624,12.159,18.027,12.787,0.003,6.661,-0.01
641132,12.159,18.027,12.787,0.003,6.661,-0.01
641646,12.159,18.027,12.787,0.003,6.661,-0.01
642173,12.159,18.027,12.787,0.003,6.661,-0.01
642643,12.159,18.027,12.787,0.003,6.661,-0.01
643173,12.159,18.027,12.787,0.003,6.661,-0.01
643708,12.159,18.027,12.787,0.003,6.661,-0.01
644213,12.159,18.027,12.787,0.003,6.661,0.006
644739,12.142,18.027,12.787,0.003,6.661,-0.01
645258,12.142,18.027,12.787,0.003,6.661,-0.01
645739,12.142,18.027,12.787,0.003,6.661,-0.01
646307,12.142,18.027,12.787,0.003,6.661,-0.01
646779,12.142,18.027,12.787,0.003,6.661,0.006
647278,12.142,18.027,12.787,0.003,6.661,-0.01
647757,12.142,18.027,12.787,0.003,6.661,-0.01
648251,12.142,18.027,12.787,0.003,6.661,-0.01
648742,12.142,18.027,12.787,0.003,6.661,-0.01
649259,12.142,18.027,12.787,0.003,6.661,-0.01
649760,12.142,18.027,12.787,0.003,6.661,0.006
650289,12.142,18.027,12.787,0.003,6.661,-0.01
650796,12.142,18.027,12.787,0.003,6.661,-0.01
651279,12.142,18.027,12.787,0.003,6.661,-0.01
651777,12.142,18.027,12.787,0.003,6.661,-0.01
652255,12.142,18.027,12.787,0.003,6.661,-0.01
652758,12.142,18.027,12.787,0.003,6.661,-0.01
653263,12.142,18.027,12.787,0.003,6.661,-0.01
653786,12.142,18.027,12.787,0.003,6.661,-0.01
654258,12.142,18.027,12.787,0.003,6.661,-0.01
654760,12.142,18.027,12.787,0.003,6.661,-0.01
655236,12.142,18.027,12.787,0.003,6.661,-0.01
655774,12.142,18.027,12.787,0.003,6.661,0.006
656251,12.142,18.027,12.787,0.003,6.661,-0.01
656802,12.142,18.027,12.787,0.003,6.661,-0.01
657311,12.142,18.027,12.787,0.003,6.661,-0.01
657779,12.142,18.027,12.787,0.003,6.661,-0.01
658259,12.142,18.027,12.787,0.003,6.661,0.006
658742,12.142,18.027,12.787,0.003,6.661,-0.01
659235,12.142,18.027,12.787,0.003,6.661,0.006
659699,12.142,18.027,12.787,0.003,6.661,0.006
660198,12.142,18.027,12.787,0.003,6.661,-0.01
660672,12.142,18.027,12.787,0.003,6.661,-0.01
661242,12.142,18.027,12.787,0.003,6.661,-0.01
661733,12.142,18.027,12.787,0.003,6.661,-0.01
662198,12.142,18.027,12.787,0.003,6.661,-0.01
662693,12.142,18.027,12.787,0.003,6.661,-0.01
663160,12.142,18.027,12.787,0.003,6.661,-0.01
663684,12.142,18.027,12.787,0.003,6.661,-0.01
664169,12.142,18.027,12.787,0.003,6.661,-0.01
664696,12.142,18.027,12.787,0.003,6.661,0.006
665206,12.142,18.027,12.787,0.003,6.661,0.006
665665,12.142,18.027,12.787,0.003,6.661,-0.01
666139,12.142,18.027,12.787,0.003,6.661,0.006
666612,12.142,18.027,12.787,0.003,6.661,-0.01
667175,12.142,18.027,12.787,0.003,6.661,-0.01
667663,12.142,18.027,12.787,0.003,6.661,0.006
668162,12.142,18.027,12.787,0.003,6.661,-0.01
668657,12.142,18.027,12.787,0.003,6.661,-0.01
669153,12.142,18.027,12.787,0.003,6.661,-0.01
669658,12.142,18.027,12.787,0.003,6.661,-0.01
670131,12.142,18.027,12.787,0.003,6.661,-0.01
670625,12.142,18.027,12.787,0.003,6.661,-0.01
671102,12.142,18.027,12.787,0.003,6.661,0.006
671606,12.142,18.027,12.787,0.003,6.661,-0.01
672069,12.142,18.027,12.787,0.003,6.661,-0.01
672563,12.142,18.027,12.787,0.003,6.661,0.006
673052,12.142,18.027,12.787,0.003,6.661,-0.01
673546,12.142,18.027,12.787,0.003,6.661,-0.01
674003,12.142,18.027,12.787,0.003,6.661,-0.01
674502,12.142,18.027,12.787,0.003,6.661,-0.01
674982,12.142,18.027,12.787,0.003,6.661,-0.01
675495,12.142,18.027,12.787,0.003,6.661,-0.01
675994,12.142,18.027,12.787,0.003,6.661,-0.01
676503,12.142,18.027,12.787,0.003,6.645,-0.01
676989,12.142,18.027,12.787,0.003,6.661,-0.01
677516,12.142,18.027,12.787,0.003,6.661,0.006
677981,12.142,18.027,12.787,0.003,6.645,-0.01
678535,12.142,18.027,12.787,0.003,6.661,0.006
679095,12.125,18.027,12.787,0.003,6.661,-0.01
679550,12.125,18.027,12.787,0.003,6.661,0.006
680041,12.125,18.027,12.787,0.003,6.661,-0.01
680506,12.125,18.027,12.787,0.003,6.661,-0.01
681064,12.125,18.027,12.787,0.003,6.661,-0.01
681630,12.125,18.027,12.787,0.003,6.661,-0.01
682118,12.125,18.027,12.787,0.003,6.645,-0.01
682674,12.125,18.027,12.787,0.003,6.661,-0.01
683223,12.125,18.027,12.787,0.003,6.661,-0.01
683711,12.125,18.027,12.787,0.003,6.645,-0.01
684271,12.125,18.027,12.787,0.003,6.661,-0.01
684829,12.125,18.027,12.787,0.003,6.645,0.006
685388,12.125,18.027,12.787,0.003,6.661,0.006
685868,12.125,18.027,12.787,0.003,6.645,-0.01
686391,12.125,18.027,12.787,0.003,6.645,-0.01
686848,12.125,18.027,12.787,0.003,6.645,-0.01
687342,12.125,18.027,12.787,0.003,6.645,-0.01
687801,12.125,18.027,12.787,0.003,6.645,-0.01
688322,12.125,18.027,12.787,0.003,6.645,-0.01
688784,12.125,18.027,12.787,0.003,6.645,0.006
689350,12.125,18.027,12.787,0.003,6.645,-0.01
689873,12.125,18.027,12.787,0.003,6.661,-0.01
690377,12.125,18.027,12.787,0.003,6.645,-0.01
690864,12.125,18.027,12.787,0.003,6.645,-0.01
691324,12.125,18.027,12.787,0.003,6.645,-0.01
691820,12.125,18.027,12.787,0.003,6.645,-0.01
692302,12.125,18.027,12.787,0.003,6.645,-0.01
692835,12.125,18.027,12.787,0.003,6.661,-0.01
693368,12.125,18.027,12.787,0.003,6.645,-0.01
693837,12.125,18.027,12.787,0.003,6.645,-0.01
694397,12.125,18.027,12.787,0.003,6.645,-0.01
694881,12.125,18.027,12.787,0.003,6.645,-0.01
695410,12.125,18.027,12.787,0.003,6.645,-0.01
695928,12.125,18.027,12.787,0.003,6.645,-0.01
696401,12.125,18.027,12.787,0.003,6.645,-0.01
696901,12.125,18.027,12.787,0.003,6.661,-0.01
697400,12.125,18.027,12.787,0.003,6.661,0.006
697932,12.125,18.027,12.787,0.003,6.645,-0.01
698434,12.125,18.027,12.787,0.003,6.645,-0.01
698896,12.125,18.027,12.787,0.003,6.645,-0.01
699418,12.125,18.027,12.787,0.003,6.661,-0.01
699917,12.125,18.027,12.787,0.003,6.645,-0.01
700480,12.125,18.027,12.787,0.003,6.645,-0.01
700963,12.125,18.027,12.787,0.003,6.661,-0.01
701522,12.125,18.027,12.787,0.003,6.645,-0.01
702051,12.125,18.027,12.787,0.003,6.661,-0.01
702582,12.125,18.027,12.787,0.003,6.661,-0.01
703082,12.125,18.027,12.787,0.003,6.645,-0.01
703592,12.125,18.027,12.787,0.003,6.645,-0.01
704055,12.125,18.027,12.787,0.003,6.661,-0.01
704540,12.125,18.027,12.787,0.003,6.661,-0.01
705051,12.125,18.027,12.787,0.003,6.645,-0.01
705572,12.125,18.027,12.787,0.003,6.661,-0.01
706123,12.125,18.027,12.787,0.003,6.645,-0.01
706616,12.125,18.027,12.787,0.003,6.661,-0.01
707143,12.125,18.027,12.787,0.003,6.645,-0.01
707648,12.125,18.027,12.787,0.003,6.645,-0.01
708112,12.125,18.027,12.787,0.003,6.645,-0.01
708614,12.125,18.027,12.787,0.003,6.645,-0.01
709129,12.125,18.027,12.787,0.003,6.645,-0.01
709655,12.125,18.027,12.787,0.003,6.645,-0.01
710154,12.125,18.027,12.787,0.003,6.645,-0.01
710680,12.125,18.027,12.787,0.003,6.645,0.006
711150,12.125,18.027,12.787,0.003,6.645,-0.01
711649,12.125,18.027,12.787,0.003,6.645,0.006
712143,12.125,18.027,12.787,0.003,6.645,-0.01
712607,12.125,18.027,12.787,0.003,6.645,-0.01
713111,12.125,18.027,12.787,0.003,6.645,-0.01
713614,12.109,18.027,12.787,0.003,6.645,-0.01
714164,12.109,18.027,12.787,0.003,6.645,-0.01
714703,12.109,18.027,12.787,0.003,6.645,-0.01
715202,12.109,18.027,12.787,0.003,6.661,0.006
715759,12.109,18.027,12.787,0.003,6.645,-0.01
716315,12.109,18.027,12.787,0.003,6.645,-0.01
716802,12.109,18.027,12.787,0.003,6.645,-0.01
717316,12.109,18.027,12.787,0.003,6.645,-0.01
717798,12.109,18.027,12.787,0.003,6.645,0.006
718302,12.109,18.027,12.787,0.003,6.645,-0.01
718803,12.109,18.027,12.787,0.003,6.645,0.006
719324,12.109,18.027,12.787,0.003,6.645,-0.01
719781,12.109,18.027,12.787,0.003,6.645,-0.01
720331,12.109,18.027,12.787,0.003,6.645,-0.01
720836,12.109,18.027,12.787,0.003,6.645,-0.01
721321,12.109,18.027,12.787,0.003,6.645,0.006
721869,12.109,18.027,12.787,0.003,6.645,-0.01
722367,12.109,18.027,12.787,0.003,6.645,-0.01
722899,12.109,18.027,12.787,0.003,6.645,0.006
723397,12.109,18.027,12.787,0.003,6.645,-0.01
723868,12.109,18.027,12.787,0.003,6.645,-0.01
724399,12.109,18.027,12.787,0.003,6.645,-0.01
724925,12.109,18.027,12.787,0.003,6.645,-0.01
725409,12.109,18.027,12.787,0.003,6.645,-0.01
725908,12.109,18.027,12.787,0.003,6.645,-0.01
726416,12.109,18.027,12.787,0.003,6.645,0.006
726961,12.109,18.027,12.787,0.003,6.645,-0.01
727497,12.109,18.027,12.787,0.003,6.645,-0.01
728000,12.109,18.027,12.787,0.003,6.645,-0.01
728528,12.109,18.027,12.787,0.003,6.645,-0.01
729023,12.109,18.027,12.787,0.003,6.645,-0.01
729552,12.109,18.027,12.787,0.003,6.645,-0.01
730058,12.109,18.027,12.787,0.003,6.645,-0.01
730539,12.109,18.027,12.787,0.003,6.645,-0.01
731047,12.109,18.027,12.787,0.003,6.645,-0.01
731522,12.109,18.027,12.787,0.003,6.645,-0.01
732028,12.109,18.027,12.787,0.003,6.645,-0.01
732506,12.109,18.027,12.787,0.003,6.645,-0.01
733039,12.109,18.027,12.787,0.003,6.645,-0.01
733530,12.109,18.027,12.787,0.003,6.645,-0.01
734009,12.109,18.027,12.787,0.003,6.645,0.006
734467,12.109,18.027,12.787,0.003,6.645,-0.01
734955,12.109,18.027,12.787,0.003,6.645,-0.01
735416,12.109,18.027,12.787,0.003,6.645,-0.01
735901,12.109,18.027,12.787,0.003,6.645,0.006
736364,12.109,18.027,12.787,0.003,6.645,-0.01
736914,12.109,18.027,12.787,0.003,6.645,-0.01
737471,12.109,18.027,12.787,0.003,6.645,-0.01
737962,12.109,18.027,12.787,0.003,6.645,-0.01
738466,12.109,18.027,12.787,0.003,6.645,-0.01
738918,12.109,18.027,12.787,0.003,6.645,-0.01
739401,12.109,18.027,12.787,0.003,6.645,-0.01
739892,12.109,18.027,12.787,0.003,6.645,-0.01
740419,12.109,18.027,12.787,0.003,6.645,-0.01
740902,12.109,18.027,12.787,0.003,6.645,-0.01
741404,12.109,18.027,12.787,0.003,6.645,0.006
741904,12.109,18.027,12.787,0.003,6.645,-0.01
742368,12.109,18.027,12.787,0.003,6.645,0.006
742861,12.109,18.027,12.787,0.003,6.645,-0.01
