18A Test,ACDC,ACDC,,,Kanye West,Kanye West
Time (ms),Voltage1 (V),Current1 (A),Voltage2 (V),Current2 (A),Voltage3 (V),Current3 (A)
481418,12.391,18.027,-0.138,0.003,11.886,18.011
481918,12.391,18.027,-0.138,0.003,11.886,18.011
482438,12.391,18.027,-0.138,0.003,11.886,18.011
482976,12.391,18.027,-0.138,0.003,11.886,18.011
483486,12.391,18.027,-0.138,0.003,11.886,18.011
483986,12.391,18.027,-0.138,0.003,11.886,18.011
484523,12.391,18.027,-0.138,0.003,11.886,18.011
485005,12.391,18.027,-0.138,0.003,11.886,18.011
485508,12.391,18.027,-0.138,0.003,11.886,18.011
485986,12.391,18.027,-0.138,0.003,11.886,18.011
486499,12.391,18.027,-0.138,0.003,11.886,18.011
486982,12.391,18.027,-0.138,0.003,11.886,18.011
487491,12.391,18.01,-0.138,0.003,11.886,18.011
487971,12.391,18.01,-0.138,0.003,11.886,18.011
488474,12.391,18.027,-0.138,0.003,11.886,18.011
488961,12.391,18.027,-0.138,0.003,11.87,18.011
489460,12.391,18.027,-0.138,0.003,11.886,18.011
489947,12.391,18.027,-0.138,0.003,11.87,18.011
490524,12.391,18.027,-0.138,0.003,11.87,18.011
491037,12.391,18.027,-0.138,0.003,11.87,18.011
491522,12.391,18.027,-0.138,0.003,11.87,18.011
492032,12.391,18.027,-0.138,0.003,11.87,18.011
492510,12.391,18.027,-0.138,0.003,11.87,18.011
493026,12.391,18.027,-0.138,0.003,11.87,18.011
493506,12.391,18.027,-0.138,0.003,11.87,18.011
494015,12.391,18.027,-0.138,0.003,11.87,18.011
494500,12.391,18.01,-0.138,0.003,11.87,18.011
495013,12.391,18.027,-0.138,0.003,11.87,18.011
495491,12.391,18.027,-0.138,0.003,11.87,18.011
496025,12.391,18.027,-0.138,0.003,11.87,18.011
496539,12.391,18.027,-0.138,0.003,11.87,18.011
497046,12.391,18.027,-0.138,0.003,11.87,18.011
497546,12.391,18.027,-0.138,0.003,11.87,18.011
498029,12.391,18.027,-0.138,0.003,11.87,18.011
498591,12.391,18.027,-0.138,0.003,11.87,18.011
499068,12.391,18.027,-0.138,0.003,11.87,18.011
499581,12.391,18.027,-0.138,0.003,11.87,18.011
500059,12.391,18.027,-0.138,0.003,11.87,18.011
500635,12.391,18.027,-0.138,0.003,11.87,18.011
501146,12.391,18.027,-0.138,0.003,11.87,18.011
501624,12.391,18.027,-0.138,0.003,11.87,18.011
502127,12.391,18.027,-0.138,0.003,11.87,18.011
502647,12.375,18.027,-0.138,0.003,11.87,18.011
503149,12.375,18.027,-0.138,0.003,11.87,18.011
503665,12.375,18.027,-0.138,0.003,11.87,18.011
504194,12.375,18.027,-0.138,0.003,11.87,18.011
504702,12.375,18.027,-0.138,0.003,11.87,18.011
505172,12.375,18.027,-0.138,0.003,11.87,18.011
505673,12.375,18.027,-0.138,0.003,11.87,18.011
506165,12.375,18.027,-0.138,0.003,11.87,18.011
506724,12.375,18.027,-0.138,0.003,11.87,18.011
507205,12.375,18.027,-0.138,0.003,11.87,18.011
507718,12.375,18.027,-0.138,0.003,11.87,18.011
508221,12.375,18.027,-0.138,0.003,11.87,18.011
508703,12.375,18.027,-0.138,0.003,11.87,18.011
509211,12.375,18.027,-0.138,0.003,11.87,18.011
509693,12.375,18.027,-0.138,0.003,11.87,18.011
510209,12.375,18.027,-0.138,0.003,11.87,18.011
510684,12.375,18.027,-0.138,0.003,11.87,18.011
511236,12.375,18.027,-0.138,0.003,11.87,18.011
511722,12.375,18.027,-0.138,0.003,11.87,18.011
512229,12.375,18.01,-0.138,0.003,11.87,18.011
512707,12.375,18.027,-0.138,0.003,11.87,18.011
513216,12.375,18.027,-0.138,0.003,11.87,18.011
513697,12.375,18.027,-0.138,0.003,11.87,18.011
514206,12.375,18.027,-0.138,0.003,11.87,18.011
514709,12.375,18.027,-0.138,0.003,11.87,18.011
515250,12.375,18.027,-0.138,0.003,11.87,18.011
515758,12.375,18.01,-0.138,0.003,11.87,18.011
516239,12.375,18.027,-0.138,0.003,11.87,18.011
516739,12.375,18.027,-0.138,0.003,11.87,18.011
517217,12.375,18.027,-0.138,0.003,11.87,18.011
517718,12.375,18.027,-0.138,0.003,11.87,18.011
518209,12.375,18.027,-0.138,0.003,11.87,18.011
518731,12.375,18.027,-0.138,0.003,11.87,18.011
519209,12.375,18.027,-0.138,0.003,11.87,18.011
519745,12.375,18.027,-0.138,0.003,11.87,18.011
520283,12.375,18.027,-0.138,0.003,11.87,18.011
520764,12.375,18.027,-0.138,0.003,11.87,18.011
521266,12.375,18.027,-0.138,0.003,11.87,18.011
521749,12.375,18.027,-0.138,0.003,11.87,18.011
522296,12.375,18.027,-0.138,0.003,11.87,18.011
522797,12.375,18.027,-0.138,0.003,11.87,18.011
523301,12.375,18.027,-0.138,0.003,11.87,18.011
523813,12.375,18.027,-0.138,0.003,11.87,18.011
524351,12.375,18.027,-0.138,0.003,11.87,18.011
524861,12.375,18.027,-0.138,0.003,11.87,18.011
525346,12.375,18.027,-0.138,0.003,11.87,18.011
525856,12.375,18.027,-0.138,0.003,11.87,18.011
526350,12.375,18.027,-0.138,0.003,11.87,18.011
526844,12.375,18.027,-0.138,0.003,11.87,18.011
527317,12.375,18.027,-0.138,0.003,11.87,18.011
527821,12.375,18.027,-0.138,0.003,11.87,18.011
528302,12.375,18.027,-0.138,0.003,11.87,18.011
528865,12.375,18.027,-0.138,0.003,11.87,18.011
529372,12.375,18.027,-0.138,0.003,11.87,18.011
529853,12.375,18.027,-0.138,0.003,11.87,18.011
530361,12.375,18.027,-0.138,0.003,11.87,18.011
530838,12.375,18.027,-0.138,0.003,11.87,18.011
531342,12.375,18.027,-0.138,0.003,11.87,18.011
531821,12.375,18.027,-0.138,0.003,11.87,18.011
532324,12.375,18.027,-0.138,0.003,11.87,18.011
532800,12.375,18.027,-0.138,0.003,11.87,18.011
533315,12.375,18.027,-0.138,0.003,11.87,18.011
533796,12.375,18.027,-0.138,0.003,11.87,18.011
534309,12.375,18.027,-0.138,0.003,11.87,18.011
534781,12.375,18.027,-0.138,0.003,11.87,18.011
535325,12.375,18.027,-0.138,0.003,11.87,18.011
535832,12.375,18.027,-0.138,0.003,11.87,18.011
536341,12.375,18.027,-0.138,0.003,11.87,18.011
536816,12.375,18.027,-0.138,0.003,11.87,18.011
537356,12.375,18.027,-0.138,0.003,11.87,18.011
537858,12.358,18.027,-0.138,0.003,11.87,18.011
538353,12.358,18.027,-0.138,0.003,11.853,18.011
538867,12.358,18.027,-0.138,0.003,11.853,18.011
539350,12.358,18.027,-0.138,0.003,11.853,18.011
539852,12.358,18.01,-0.138,0.003,11.853,18.011
540334,12.358,18.027,-0.138,0.003,11.853,18.011
540839,12.358,18.027,-0.138,0.003,11.853,18.011
541316,12.358,18.027,-0.138,0.003,11.853,18.011
541846,12.358,18.027,-0.138,0.003,11.853,18.011
542395,12.358,18.027,-0.138,0.003,11.853,18.011
542867,12.358,18.027,-0.138,0.003,11.853,18.011
543366,12.358,18.027,-0.138,0.003,11.853,18.011
543838,12.358,18.027,-0.138,0.003,11.853,18.011
544374,12.358,18.027,-0.138,0.003,11.853,18.011
544879,12.358,18.027,-0.138,0.003,11.853,18.011
545386,12.358,18.027,-0.138,0.003,11.853,18.011
545867,12.358,18.027,-0.138,0.003,11.853,18.011
546386,12.358,18.027,-0.138,0.003,11.853,18.011
546870,12.358,18.027,-0.138,0.003,11.853,18.011
547379,12.358,18.027,-0.138,0.003,11.853,18.011
547857,12.358,18.027,-0.138,0.003,11.853,18.011
548392,12.358,18.027,-0.138,0.003,11.853,18.011
548914,12.358,18.027,-0.138,0.003,11.853,18.011
549399,12.358,18.027,-0.138,0.003,11.853,18.011
549907,12.358,18.027,-0.138,0.003,11.853,18.011
550403,12.358,18.027,-0.138,0.003,11.853,18.011
550904,12.358,18.027,-0.138,0.003,11.853,18.011
551386,12.358,18.027,-0.138,0.003,11.853,18.011
551886,12.358,18.027,-0.138,0.003,11.853,18.011
552358,12.358,18.027,-0.138,0.003,11.853,18.011
552857,12.358,18.027,-0.138,0.003,11.853,18.011
553333,12.358,18.027,-0.138,0.003,11.853,18.011
553839,12.358,18.027,-0.138,0.003,11.853,18.011
554332,12.358,18.027,-0.138,0.003,11.853,18.011
554832,12.358,18.027,-0.138,0.003,11.853,18.011
555315,12.358,18.01,-0.138,0.003,11.853,18.011
555817,12.358,18.027,-0.138,0.003,11.853,18.011
556304,12.358,18.027,-0.138,0.003,11.853,18.011
556838,12.358,18.027,-0.138,0.003,11.853,18.011
557316,12.358,18.027,-0.138,0.003,11.853,18.011
557849,12.358,18.027,-0.138,0.003,11.853,18.011
558390,12.358,18.027,-0.138,0.003,11.853,18.011
558865,12.358,18.027,-0.138,0.003,11.853,18.011
559427,12.358,18.027,-0.138,0.003,11.853,18.011
559961,12.358,18.027,-0.138,0.003,11.853,18.011
560439,12.358,18.027,-0.138,0.003,11.853,18.011
560953,12.358,18.01,-0.138,0.003,11.853,18.011
561459,12.358,18.027,-0.138,0.003,11.853,18.011
562026,12.358,18.027,-0.138,0.003,11.853,18.011
562596,12.358,18.027,-0.138,0.003,11.853,18.011
563135,12.358,18.027,-0.138,0.003,11.853,18.011
563609,12.358,18.027,-0.138,0.003,11.853,18.011
564117,12.358,18.01,-0.138,0.003,11.853,18.011
564619,12.358,18.027,-0.138,0.003,11.853,18.011
565157,12.358,18.01,-0.138,0.003,11.853,18.011
565629,12.358,18.027,-0.138,0.003,11.853,18.011
566180,12.358,18.027,-0.138,0.003,11.853,18.011
566724,12.358,18.027,-0.138,0.003,11.853,18.011
567199,12.358,18.027,-0.138,0.003,11.853,18.011
567704,12.358,18.01,-0.138,0.003,11.853,18.011
568192,12.358,18.027,-0.138,0.003,11.853,18.011
568755,12.358,18.027,-0.138,0.003,11.853,18.011
569256,12.358,18.027,-0.138,0.003,11.853,18.011
569821,12.358,18.01,-0.138,0.003,11.853,18.011
570373,12.358,18.01,-0.138,0.003,11.853,18.011
570890,12.342,18.027,-0.138,0.003,11.853,18.011
571399,12.342,18.01,-0.138,0.003,11.853,18.011
571903,12.342,18.027,-0.138,0.003,11.853,18.011
572382,12.342,18.027,-0.138,0.003,11.853,18.011
572887,12.342,18.027,-0.138,0.003,11.853,18.011
573372,12.342,18.027,-0.138,0.003,11.853,18.011
573939,12.342,18.027,-0.138,0.003,11.853,18.011
574421,12.342,18.027,-0.138,0.003,11.853,18.011
574929,12.342,18.027,-0.138,0.003,11.853,18.011
575436,12.342,18.027,-0.138,0.003,11.853,18.011
575921,12.342,18.027,-0.138,0.003,11.853,18.011
576421,12.342,18.027,-0.138,0.003,11.853,18.011
576905,12.342,18.027,-0.138,0.003,11.853,18.011
577418,12.342,18.027,-0.138,0.003,11.853,18.011
577900,12.342,18.027,-0.138,0.003,11.853,18.011
578472,12.342,18.027,-0.138,0.003,11.853,18.011
578955,12.342,18.027,-0.138,0.003,11.853,18.011
579468,12.342,18.027,-0.138,0.003,11.853,18.011
579966,12.342,18.027,-0.138,0.003,11.853,18.011
580442,12.342,18.027,-0.138,0.003,11.853,18.011
580941,12.342,18.027,-0.138,0.003,11.853,18.011
581417,12.342,18.027,-0.138,0.003,11.853,18.011
581934,12.342,18.027,-0.138,0.003,11.853,18.011
582421,12.342,18.027,-0.138,0.003,11.853,18.011
582916,12.342,18.027,-0.138,0.003,11.853,18.011
583406,12.342,18.027,-0.138,0.003,11.853,18.011
583906,12.342,18.027,-0.138,0.003,11.853,18.011
584388,12.342,18.027,-0.138,0.003,11.853,18.011
584891,12.342,18.027,-0.138,0.003,11.853,18.011
585368,12.342,18.027,-0.138,0.003,11.837,18.011
585875,12.342,18.027,-0.138,0.003,11.837,18.011
586366,12.342,18.027,-0.138,0.003,11.837,18.011
586866,12.342,18.027,-0.138,0.003,11.837,18.011
587350,12.342,18.027,-0.138,0.003,11.837,18.011
587853,12.342,18.027,-0.138,0.003,11.837,18.011
588328,12.342,18.01,-0.138,0.003,11.837,18.011
588864,12.342,18.027,-0.138,0.003,11.837,18.011
589370,12.342,18.01,-0.138,0.003,11.837,18.011
589907,12.342,18.027,-0.138,0.003,11.837,18.011
590421,12.342,18.027,-0.138,0.003,11.837,18.011
590895,12.342,18.027,-0.138,0.003,11.837,18.011
591460,12.342,18.027,-0.138,0.003,11.837,18.011
592027,12.342,18.027,-0.138,0.003,11.837,18.011
592496,12.342,18.027,-0.138,0.003,11.837,18.011
592996,12.342,18.027,-0.138,0.003,11.837,18.011
593474,12.342,18.027,-0.138,0.003,11.837,18.011
593980,12.342,18.027,-0.138,0.003,11.837,18.011
594472,12.342,18.027,-0.138,0.003,11.837,18.011
594978,12.342,18.027,-0.138,0.003,11.837,18.011
595448,12.342,18.027,-0.138,0.003,11.837,18.011
595956,12.342,18.027,-0.138,0.003,11.837,18.011
597172,12.342,18.027,-0.138,0.003,11.837,18.011
597711,12.342,18.027,-0.138,0.003,11.837,18.011
598204,12.342,18.027,-0.138,0.003,11.837,18.011
598712,12.342,18.027,-0.138,0.003,11.837,18.011
599190,12.342,18.027,-0.138,0.003,11.837,18.011
599693,12.342,18.027,-0.138,0.003,11.837,18.011
600177,12.342,18.027,-0.138,0.003,11.837,18.011
600682,12.342,18.027,-0.138,0.003,11.837,18.011
601166,12.342,18.027,-0.138,0.003,11.837,18.011
601677,12.342,18.027,-0.138,0.003,11.837,18.011
602161,12.342,18.027,-0.138,0.003,11.837,18.011
602662,12.342,18.027,-0.138,0.003,11.837,18.011
603172,12.325,18.027,-0.138,0.003,11.837,18.011
603674,12.325,18.027,-0.138,0.003,11.837,18.011
604187,12.325,18.027,-0.138,0.003,11.837,18.011
604670,12.325,18.027,-0.138,0.003,11.837,18.011
605182,12.325,18.027,-0.138,0.003,11.837,18.011
605661,12.325,18.027,-0.138,0.003,11.837,18.011
606176,12.325,18.027,-0.138,0.003,11.837,18.011
606658,12.325,18.027,-0.138,0.003,11.837,18.011
607160,12.325,18.027,-0.138,0.003,11.837,18.011
607637,12.325,18.027,-0.138,0.003,11.837,18.011
608142,12.325,18.027,-0.138,0.003,11.837,18.011
608619,12.325,18.027,-0.138,0.003,11.837,18.011
609129,12.325,18.027,-0.138,0.003,11.837,18.011
609601,12.325,18.027,-0.138,0.003,11.837,18.011
610102,12.325,18.027,-0.138,0.003,11.837,18.011
610587,12.325,18.027,-0.138,0.003,11.837,18.011
611093,12.325,18.027,-0.138,0.003,11.837,18.011
611606,12.325,18.027,-0.138,0.003,11.837,18.011
612137,12.325,18.027,-0.138,0.003,11.837,18.011
612616,12.325,18.027,-0.138,0.003,11.837,18.011
613124,12.325,18.027,-0.138,0.003,11.837,18.011
613595,12.325,18.027,-0.138,0.003,11.837,18.011
614104,12.325,18.027,-0.138,0.003,11.837,18.011
614590,12.325,18.027,-0.138,0.003,11.837,18.011
615129,12.325,18.027,-0.138,0.003,11.837,18.011
615697,12.325,18.027,-0.138,0.003,11.837,18.011
616213,12.325,18.027,-0.138,0.003,11.837,18.011
616752,12.325,18.027,-0.138,0.003,11.837,18.011
617289,12.325,18.027,-0.138,0.003,11.837,18.011
617767,12.325,18.027,-0.138,0.003,11.837,18.011
618280,12.325,18.027,-0.138,0.003,11.837,18.011
618751,12.325,18.027,-0.138,0.003,11.837,18.011
619259,12.325,18.027,-0.138,0.003,11.837,18.011
619776,12.325,18.027,-0.138,0.003,11.837,18.011
620306,12.325,18.027,-0.138,0.003,11.837,18.011
620807,12.325,18.027,-0.138,0.003,11.837,18.011
621296,12.325,18.027,-0.138,0.003,11.837,18.011
621806,12.325,18.027,-0.138,0.003,11.837,18.011
622320,12.325,18.027,-0.138,0.003,11.837,18.011
622850,12.325,18.01,-0.138,0.003,11.837,18.011
623332,12.325,18.027,-0.138,0.003,11.837,18.011
623832,12.325,18.027,-0.138,0.003,11.837,18.011
624320,12.325,18.027,-0.138,0.003,11.837,18.011
624828,12.325,18.027,-0.138,0.003,11.837,18.011
625308,12.325,18.027,-0.138,0.003,11.837,18.011
625872,12.325,18.027,-0.138,0.003,11.837,18.011
626394,12.325,18.027,-0.138,0.003,11.837,18.011
626878,12.325,18.027,-0.138,0.003,11.837,18.011
627385,12.325,18.027,-0.138,0.003,11.837,18.011
627871,12.325,18.027,-0.138,0.003,11.837,18.011
628403,12.325,18.027,-0.138,0.003,11.837,18.011
628904,12.325,18.027,-0.138,0.003,11.82,18.011
629405,12.325,18.027,-0.138,0.003,11.82,18.011
629881,12.325,18.027,-0.138,0.003,11.82,18.011
630396,12.325,18.027,-0.138,0.003,11.82,18.011
630880,12.325,18.027,-0.138,0.003,11.82,18.011
631410,12.325,18.027,-0.138,0.003,11.82,18.011
631957,12.325,18.027,-0.138,0.003,11.82,18.011
632435,12.325,18.027,-0.138,0.003,11.82,18.011
632935,12.325,18.027,-0.138,0.003,11.82,18.011
633427,12.325,18.027,-0.138,0.003,11.82,18.011
633960,12.308,18.027,-0.138,0.003,11.82,18.011
634446,12.308,18.027,-0.138,0.003,11.82,18.011
634947,12.308,18.027,-0.138,0.003,11.82,18.011
635428,12.308,18.027,-0.138,0.003,11.82,18.011
635932,12.308,18.027,-0.138,0.003,11.82,18.011
636407,12.308,18.027,-0.138,0.003,11.82,18.011
636924,12.308,18.027,-0.138,0.003,11.82,18.011
637419,12.308,18.027,-0.138,0.003,11.82,18.011
637922,12.308,18.027,-0.138,0.003,11.82,18.011
638413,12.308,18.027,-0.138,0.003,11.82,18.011
638920,12.308,18.01,-0.138,0.003,11.82,18.011
639430,12.308,18.027,-0.138,0.003,11.82,18.011
639911,12.308,18.027,-0.138,0.003,11.82,18.011
640471,12.308,18.027,-0.138,0.003,11.82,18.011
641041,12.308,18.027,-0.138,0.003,11.82,18.011
641511,12.308,18.027,-0.138,0.003,11.82,18.011
642013,12.308,18.027,-0.138,0.003,11.82,18.011
642492,12.308,18.027,-0.138,0.003,11.82,18.011
643058,12.308,18.027,-0.138,0.003,11.82,18.011
643561,12.308,18.027,-0.138,0.003,11.82,18.011
644062,12.308,18.027,-0.138,0.003,11.82,18.011
644600,12.308,18.027,-0.138,0.003,11.82,18.011
645109,12.308,18.01,-0.138,0.003,11.82,18.011
645647,12.308,18.01,-0.138,0.003,11.82,18.011
646166,12.308,18.01,-0.138,0.003,11.82,18.011
646647,12.308,18.027,-0.138,0.003,11.82,18.011
647152,12.308,18.027,-0.138,0.003,11.82,18.011
647632,12.308,18.027,-0.138,0.003,11.82,18.011
648138,12.308,18.027,-0.138,0.003,11.82,18.011
648609,12.308,18.027,-0.138,0.003,11.82,18.011
649112,12.308,18.027,-0.138,0.003,11.82,18.011
649588,12.308,18.027,-0.138,0.003,11.82,18.011
650092,12.308,18.027,-0.138,0.003,11.82,18.011
650585,12.308,18.027,-0.138,0.003,11.82,18.011
651095,12.308,18.01,-0.138,0.003,11.82,18.011
651581,12.308,18.027,-0.138,0.003,11.82,18.011
652095,12.308,18.027,-0.138,0.003,11.82,18.011
652571,12.308,18.027,-0.138,0.003,11.82,18.011
653086,12.308,18.01,-0.138,0.003,11.82,18.011
653561,12.308,18.027,-0.138,0.003,11.82,18.011
654072,12.308,18.027,-0.138,0.003,11.82,18.011
654562,12.308,18.027,-0.138,0.003,11.82,18.011
655070,12.308,18.027,-0.138,0.003,11.82,18.011
655566,12.308,18.027,-0.138,0.003,11.82,18.011
656073,12.308,18.027,-0.138,0.003,11.82,18.011
656550,12.308,18.027,-0.138,0.003,11.82,18.011
657046,12.308,18.027,-0.138,0.003,11.82,18.011
657519,12.308,18.027,-0.138,0.003,11.82,18.011
658031,12.308,18.027,-0.138,0.003,11.82,18.011
658516,12.308,18.027,-0.138,0.003,11.82,18.011
659016,12.308,18.027,-0.138,0.003,11.82,18.011
659501,12.308,18.01,-0.138,0.003,11.82,18.011
660018,12.308,18.027,-0.138,0.003,11.82,18.011
660502,12.308,18.027,-0.138,0.003,11.82,18.011
661000,12.308,18.027,-0.138,0.003,11.82,18.011
661487,12.308,18.027,-0.138,0.003,11.82,18.011
661996,12.308,18.027,-0.138,0.003,11.82,18.011
662507,12.308,18.027,-0.138,0.003,11.82,18.011
663070,12.292,18.01,-0.138,0.003,11.82,18.011
663607,12.292,18.027,-0.138,0.003,11.82,18.011
664085,12.292,18.027,-0.138,0.003,11.82,18.011
664631,12.292,18.027,-0.138,0.003,11.82,18.011
665140,12.292,18.027,-0.138,0.003,11.82,18.011
665627,12.292,18.027,-0.138,0.003,11.82,18.011
666162,12.292,18.027,-0.138,0.003,11.82,18.011
666681,12.292,18.027,-0.138,0.003,11.82,18.011
667174,12.292,18.01,-0.138,0.003,11.82,18.011
667718,12.292,18.027,-0.138,0.003,11.82,18.011
668224,12.292,18.01,-0.138,0.003,11.82,18.011
668730,12.292,18.027,-0.138,0.003,11.82,18.011
669237,12.292,18.027,-0.138,0.003,11.82,18.011
669754,12.292,18.027,-0.138,0.003,11.82,18.011
670271,12.292,18.027,-0.138,0.003,11.82,18.011
670749,12.292,18.027,-0.138,0.003,11.82,18.011
671283,12.292,18.027,-0.138,0.003,11.82,18.011
671793,12.292,18.027,-0.138,0.003,11.82,18.011
672290,12.292,18.027,-0.138,0.003,11.803,18.011
672768,12.292,18.027,-0.138,0.003,11.803,18.011
673271,12.292,18.01,-0.138,0.003,11.803,18.011
673754,12.292,18.027,-0.138,0.003,11.803,18.011
674258,12.292,18.027,-0.138,0.003,11.803,18.011
674744,12.292,18.027,-0.138,0.003,11.803,18.011
675247,12.292,18.027,-0.138,0.003,11.803,18.011
675730,12.292,18.027,-0.138,0.003,11.803,18.011
676242,12.292,18.027,-0.138,0.003,11.803,18.011
676717,12.292,18.027,-0.138,0.003,11.803,18.011
677223,12.292,18.027,-0.138,0.003,11.803,18.011
677692,12.292,18.027,-0.138,0.003,11.803,18.011
678213,12.292,18.027,-0.138,0.003,11.803,18.011
678699,12.292,18.027,-0.138,0.003,11.803,18.011
679205,12.292,18.027,-0.138,0.003,11.803,18.011
679688,12.292,18.027,-0.138,0.003,11.803,18.011
680202,12.292,18.027,-0.138,0.003,11.803,18.011
680717,12.292,18.027,-0.138,0.003,11.803,18.011
681256,12.292,18.027,-0.138,0.003,11.803,18.011
681788,12.292,18.027,-0.138,0.003,11.803,18.011
682297,12.292,18.027,-0.138,0.003,11.803,18.011
682845,12.292,18.027,-0.138,0.003,11.803,18.011
683379,12.292,18.01,-0.138,0.003,11.803,18.011
683888,12.292,18.027,-0.138,0.003,11.803,18.011
684425,12.292,18.027,-0.138,0.003,11.803,18.011
684961,12.292,18.027,-0.138,0.003,11.803,18.011
685470,12.292,18.027,-0.138,0.003,11.803,18.011
685982,12.292,18.027,-0.138,0.003,11.803,18.011
686474,12.292,18.027,-0.138,0.003,11.803,18.011
686977,12.292,18.027,-0.138,0.003,11.803,18.011
687490,12.292,18.01,-0.138,0.003,11.803,18.011
688006,12.292,18.027,-0.138,0.003,11.803,18.011
688546,12.292,18.027,-0.138,0.003,11.803,18.011
689081,12.292,18.027,-0.138,0.003,11.803,18.011
689594,12.292,18.027,-0.138,0.003,11.803,18.011
690104,12.292,18.027,-0.138,0.003,11.803,18.011
690682,12.275,18.027,-0.138,0.003,11.803,18.011
691218,12.275,18.027,-0.138,0.003,11.803,18.011
691732,12.275,18.027,-0.138,0.003,11.803,18.011
692298,12.275,18.01,-0.138,0.003,11.803,18.011
692850,12.275,18.01,-0.138,0.003,11.803,18.011
693331,12.275,18.01,-0.138,0.003,11.803,18.011
693885,12.275,18.027,-0.138,0.003,11.803,18.011
694379,12.275,18.027,-0.138,0.003,11.803,18.011
694886,12.275,18.01,-0.138,0.003,11.803,18.011
695379,12.275,18.027,-0.138,0.003,11.803,18.011
695862,12.275,18.027,-0.138,0.003,11.803,18.011
696375,12.275,18.027,-0.138,0.003,11.803,18.011
696855,12.275,18.01,-0.138,0.003,11.803,18.011
697411,12.275,18.027,-0.138,0.003,11.803,18.011
697922,12.275,18.027,-0.138,0.003,11.803,18.011
698469,12.275,18.027,-0.138,0.003,11.803,18.011
698981,12.275,18.01,-0.138,0.003,11.803,18.011
699454,12.275,18.027,-0.138,0.003,11.803,18.011
699957,12.275,18.027,-0.138,0.003,11.803,18.011
700439,12.275,18.027,-0.138,0.003,11.803,18.011
700947,12.275,18.027,-0.138,0.003,11.803,18.011
701463,12.275,18.027,-0.138,0.003,11.803,18.011
701995,12.275,18.027,-0.138,0.003,11.803,18.011
702491,12.275,18.027,-0.138,0.003,11.803,18.011
703010,12.275,18.027,-0.138,0.003,11.803,18.011
703516,12.275,18.01,-0.138,0.003,11.803,18.011
704057,12.275,18.01,-0.138,0.003,11.803,18.011
704565,12.275,18.027,-0.138,0.003,11.803,18.011
705041,12.275,18.027,-0.138,0.003,11.803,18.011
705553,12.275,18.027,-0.138,0.003,11.803,18.011
706032,12.275,18.027,-0.138,0.003,11.803,18.011
706536,12.275,18.027,-0.138,0.003,11.803,18.011
707012,12.275,18.027,-0.138,0.003,11.803,18.011
707516,12.275,18.027,-0.138,0.003,11.803,18.011
707994,12.275,18.027,-0.138,0.003,11.803,18.011
708500,12.275,18.027,-0.138,0.003,11.803,18.011
708981,12.275,18.027,-0.138,0.003,11.803,18.011
709496,12.275,18.027,-0.138,0.003,11.803,18.011
709974,12.275,18.027,-0.138,0.003,11.803,18.011
710493,12.275,18.01,-0.138,0.003,11.803,18.011
710983,12.275,18.027,-0.138,0.003,11.803,18.011
711498,12.275,18.027,-0.138,0.003,11.803,18.011
711984,12.275,18.027,-0.138,0.003,11.803,18.011
712519,12.275,18.027,-0.138,0.003,11.803,18.011
713093,12.275,18.027,-0.138,0.003,11.803,18.011
713623,12.275,18.027,-0.138,0.003,11.803,18.011
714123,12.275,18.027,-0.138,0.003,11.803,18.011
714667,12.275,18.027,-0.138,0.003,11.787,18.011
715177,12.275,18.01,-0.138,0.003,11.787,18.011
715693,12.275,18.01,-0.138,0.003,11.787,18.011
716196,12.258,18.027,-0.138,0.003,11.787,18.011
716679,12.258,18.027,-0.138,0.003,11.787,18.011
717187,12.258,18.027,-0.138,0.003,11.787,18.011
717671,12.258,18.027,-0.138,0.003,11.787,18.011
718189,12.258,18.01,-0.138,0.003,11.787,18.011
718675,12.258,18.01,-0.138,0.003,11.787,18.011
719192,12.258,18.027,-0.138,0.003,11.787,18.011
719673,12.258,18.027,-0.138,0.003,11.787,18.011
720184,12.258,18.027,-0.138,0.003,11.787,18.011
720656,12.258,18.027,-0.138,0.003,11.787,18.011
721167,12.258,18.027,-0.138,0.003,11.787,18.011
721653,12.258,18.027,-0.138,0.003,11.787,18.011
722163,12.258,18.027,-0.138,0.003,11.787,18.011
722635,12.258,18.027,-0.138,0.003,11.787,18.011
723143,12.258,18.027,-0.138,0.003,11.787,18.011
723623,12.258,18.027,-0.138,0.003,11.787,18.011
724165,12.258,18.027,-0.138,0.003,11.787,18.011
724724,12.258,18.027,-0.138,0.003,11.787,18.011
725231,12.258,18.027,-0.138,0.003,11.787,18.011
725728,12.258,18.027,-0.138,0.003,11.787,18.011
726228,12.258,18.027,-0.138,0.003,11.787,18.011
726727,12.258,18.027,-0.138,0.003,11.787,18.011
727230,12.258,18.027,-0.138,0.003,11.787,18.011
727766,12.258,18.027,-0.138,0.003,11.787,18.011
728301,12.258,18.027,-0.138,0.003,11.787,18.011
728782,12.258,18.027,-0.138,0.003,11.787,18.011
729307,12.258,18.027,-0.138,0.003,11.787,18.011
729781,12.258,18.027,-0.138,0.003,11.787,18.011
730355,12.258,18.027,-0.138,0.003,11.787,18.011
730909,12.258,18.027,-0.138,0.003,11.787,18.011
731425,12.258,18.01,-0.138,0.003,11.787,18.011
731958,12.258,18.027,-0.138,0.003,11.787,18.011
732435,12.258,18.01,-0.138,0.003,11.787,18.011
732942,12.258,18.01,-0.138,0.003,11.787,18.011
